title,year,director,duration,cast,genre,imdb_rating
Belle Époque,1992,Fernando Trueba,109,"Gabino Diego, Ariadna Gil, Penélope Cruz",Comedy,7.1
Belle Époque,1992,Fernando Trueba,109,"Gabino Diego, Ariadna Gil, Penélope Cruz",Foreign Language Film,7.1
Belle Époque,1992,Fernando Trueba,109,"Gabino Diego, Ariadna Gil, Penélope Cruz",Romance,7.1
Simple Men,1992,Hal Hartley,105,"Robert John Burke, Bill Sage, Martin Donovan",Adventure,7.1
Simple Men,1992,Hal Hartley,105,"Robert John Burke, Bill Sage, Martin Donovan",Adventure Comedy,7.1
Simple Men,1992,Hal Hartley,105,"Robert John Burke, Bill Sage, Martin Donovan",Comedy,7.1
Indochine,1992,Régis Wargnier,153,"Catherine Deneuve, Jean Yanne, Henri Marteau",Epic,7
Indochine,1992,Régis Wargnier,153,"Catherine Deneuve, Jean Yanne, Henri Marteau",Foreign Language Film,7
Indochine,1992,Régis Wargnier,153,"Catherine Deneuve, Jean Yanne, Henri Marteau",Romance,7
Twin Dragons,1992,"Ringo Lam, Hark Tsui",89,"Jackie Chan, Maggie Cheung, Teddy Robin Kwan",Action,6.4
Twin Dragons,1992,"Ringo Lam, Hark Tsui",89,"Jackie Chan, Maggie Cheung, Teddy Robin Kwan",Action Comedy,6.4
Twin Dragons,1992,"Ringo Lam, Hark Tsui",89,"Jackie Chan, Maggie Cheung, Teddy Robin Kwan",Comedy,6.4
Tiny Toon Adventures: How I Spent My Vacation,1992,"Rich Arons, Ken Boyer, Kent Butterworth, Barry Caldwell, Alfred Gimeno, Art Leonardi, Byron Vaughns",73,"Charles Adler, Tress MacNeille, Joe Alaskey",Adventure,8
Tiny Toon Adventures: How I Spent My Vacation,1992,"Rich Arons, Ken Boyer, Kent Butterworth, Barry Caldwell, Alfred Gimeno, Art Leonardi, Byron Vaughns",73,"Charles Adler, Tress MacNeille, Joe Alaskey",Adventure Comedy,8
Tiny Toon Adventures: How I Spent My Vacation,1992,"Rich Arons, Ken Boyer, Kent Butterworth, Barry Caldwell, Alfred Gimeno, Art Leonardi, Byron Vaughns",73,"Charles Adler, Tress MacNeille, Joe Alaskey",Animation,8
Split Second,1992,Tony Maylam,90,"Rutger Hauer, Neil Duncan, Michael J. Pollard",Action,6
Split Second,1992,Tony Maylam,90,"Rutger Hauer, Neil Duncan, Michael J. Pollard",Cyberpunk / Tech Noir,6
