title,year,director,duration,cast,genre,imdb_rating
Black Hawk Down,2001,Ridley Scott,144,"Josh Hartnett, Ewan McGregor, Eric Bana",Based-on-20th-Century-Literature  •  Based-on-a-True-Story  •  Biopic,7.7
Mulholland Dr.,2001,David Lynch,147,"Naomi Watts, Laura Harring, Ann Miller",Courtroom Drama  •  Drama  •  Family Drama,8.2
Y Tu Mamá También,2001,Alfonso Cuarón,105,"Maribel Verdú, Diego Luna, Ana López Mercado",Action Thriller  •  Action  •  Chase Movie,7.7
Hedwig and The Angry Inch,2001,John Cameron Mitchell,95,"John Cameron Mitchell, Miriam Shor, Michael Pitt",Based-on-20th-Century-Literature  •  Drama  •  Supernatural Drama,7.7
Millennium Actress,2001,Satoshi Kon,87,"Mami Koyama, Shozo Izuka, Hirotaka Suzuoki",Animation  •  Cartoon  •  Comedy,7.8
Cowboy Bebop: The Movie,2001,Shinichirô Watanabe,116,"Koichi Yamadera, Unshô Ishizuka, Megumi Hayashibara",Action  •  Alien Invasion Films  •  Horror,7.8
Zoolander,2001,Ben Stiller,89,"Ben Stiller, Will Ferrell, Christine Taylor",Drama  •  Foreign Language Film,6.5
Ghost World,2001,Terry Zwigoff,111,"Thora Birch, Scarlett Johansson, Steve Buscemi",Based-on-a-True-Story  •  Based-on-Theatre  •  Docudrama,7.3
Wet Hot American Summer,2001,David Wain,97,"Janeane Garofalo, David Hyde Pierce, Michael Showalter",British Noir  •  Childhood Drama  •  Drama,6.5
The Piano Teacher,2001,Michael Haneke,131,"Isabelle Huppert, Susanne Lothar, Udo Samel",Based-on-20th-Century-Literature  •  Disaster Film  •  Dystopian Film,7.5
Moulin Rouge,2001,Baz Luhrmann,127,"Nicole Kidman, Ewan McGregor, John Leguizamo",Based-on-20th-Century-Literature  •  Drama  •  Gay and Lesbian Film,7.6
Ichi the Killer,2001,Takashi Miike,129,"Tadanobu Asano, Nao Omori, Susumu Terajima",Adventure Comedy  •  Adventure  •  Costume Adventure,6.9
In the Bedroom,2001,Todd Field,138,"Sissy Spacek, Tom Wilkinson, Nick Stahl",Comedy Drama  •  Coming-of-Age  •  Drama,7.4
Waking Life,2001,Richard Linklater,99,"Wiley Wiggins, Kim Krizan, Ethan Hawke",Buddy Film  •  Drama  •  New Hollywood,7.7
Super Troopers,2001,Jay Chandrasekhar,100,"Jay Chandrasekhar, Steve Lemme, Erik Stolhanske",Animation  •  Comedy  •  Family,7
The Man Who Wasn't There,2001,Joel & Ethan Coen,116,"Michael Badalucco, Tony Shalhoub, Adam Alexi-Malle",Adventure  •  Costume Adventure  •  Fantasy,7.5
Frailty,2001,Bill Paxton,100,"Bill Paxton, Matthew McConaughey, Powers Boothe",Based-on-a-True-Story  •  Biopic  •  Comedy Drama,7.2
Blow,2001,Ted Demme,124,"Johnny Depp, Penélope Cruz, Jordi Mollà",Drama  •  Prison Film  •  War Drama,7.5
The Others,2001,Alejandro Amenábar,104,"Nicole Kidman, Fionnula Flanagan, Christopher Eccleston",Action  •  Action Thriller  •  Carsploitation,7.6
A Knight's Tale,2001,Brian Helgeland,132,"Heath Ledger, Rufus Sewell, Shannyn Sossamon",Drama  •  Foreign Language Film  •  Romance,7
Brotherhood of the Wolf,2001,Christophe Gans,142,"Samuel Le Bihan, Mark Dacascos, Vincent Cassel",Horror  •  Mindbender  •  Mystery,7
Enemy at the Gates,2001,Jean-Jacques Annaud,131,"Joseph Fiennes, Jude Law, Bob Hoskins",Coming-of-Age  •  Drama  •  Family Drama,7.5
Jay and Silent Bob Strike Back,2001,Kevin Smith,104,"Kevin Smith, Jason Mewes, Shannon Elizabeth",Anthology Film  •  Comedy  •  Cross-Dressing / Gender-Bending,6.8
Shaolin Soccer,2001,Stephen Chow,87,"Stephen Chow, Man Tat Ng, Yin Tse",Based-on-21st-Century-Literature  •  Crime Drama  •  Crime Thriller,7.3
Gosford Park,2001,Robert Altman,137,"Maggie Smith, Michael Gambon, Kristin Scott Thomas",Horror  •  Slasher Film  •  Teen Movie,7.2
A.I.: Artificial Intelligence,2001,Steven Spielberg,146,"Haley Joel Osment, Jude Law, William Hurt",Animation  •  Based-on-Comics  •  Comedy,7.2
Session 9,2001,Brad Anderson,100,"David Caruso, Stephen Gevedon, Paul Guilfoyle",Based-on-a-True-Story  •  Biopic  •  Black Comedy,6.4
Das Experiment,2001,Oliver Hirschbiegel,120,"Moritz Bleibtreu, Christian Berkel, Oliver Stokowski",Action Thriller  •  Action  •  Based-on-Television,7.9
Lagaan: Once Upon a Time In India,2001,Ashutosh Gowariker,224,"Gracy Singh, Rachel Shelley, Kulbhushan Kharbanda",Action  •  Alien Invasion Films  •  Chase Movie,8.1
No Man's Land,2001,Danis Tanovic,98,"Branco Djuric, Rene Bitorajac, Filip Sovagovic",Apocalyptic Film  •  Comedy Drama  •  Drama,7.9
The Fast and the Furious,2001,Rob Cohen,106,"Paul Walker, Vin Diesel, Jordana Brewster",Black Comedy  •  Comedy  •  Satire,6.8
Heist,2001,David Mamet,109,"Danny DeVito, Delroy Lindo, Ricky Jay",Drama  •  Family Drama  •  Foreign Language Film,6.5
61*,2001,Billy Crystal,129,"Barry Pepper, Thomas Jane, Anthony Michael Hall",Based-on-a-True-Story  •  Comedy Western  •  Comedy,7.7
Hannibal,2001,Ridley Scott,131,"Anthony Hopkins, Julianne Moore, Ray Liotta",Adventure  •  Adventure Drama  •  Drama,6.8
Conspiracy,2001,Frank Pierson,96,"Kenneth Branagh, Stanley Tucci, Colin Firth",Drama  •  Family Drama  •  Fantasy,7.6
Monster's Ball,2001,Marc Forster,111,"Heath Ledger, Billy Bob Thornton, Halle Berry",Foreign Language Film  •  French New Wave  •  Psychological Thriller,7
Vanilla Sky,2001,Cameron Crowe,136,"Tom Cruise, Cameron Diaz, Penélope Cruz",Haunted House Film  •  Horror  •  Splatter Film,6.9
Ali,2001,Michael Mann,157,"Will Smith, Jamie Foxx, Jon Voight",Action  •  Adventure  •  Based-on-20th-Century-Literature,6.7
Spy Game,2001,Tony Scott,126,"Robert Redford, Brad Pitt, Catherine McCormack",Black Comedy  •  Comedy Drama  •  Drama,7.1
The Believer,2001,Henry Bean,102,"Ryan Gosling, Summer Phoenix, Theresa Russell",Folk Horror  •  Hitman / Assassin Film  •  Horror,7.1
Sex and Lucia,2001,Julio Medem,128,"Paz Vega, Najwa Nimri, Daniel Freire",Comedy  •  Comedy of Errors  •  Short Film,7
Pulse,2001,Kiyoshi Kurosawa,118,"Koyuki, Haruhiko Katô, Kumikô Aso",Action Thriller  •  Action  •  Based-on-Comics,6.5
Rush Hour 2,2001,Brett Ratner,90,"Chris Tucker, John Lone, Ziyi Zhang",British New Wave  •  Drama  •  Melodrama,6.7
Metropolis,2001,Rintaro,108,"Rebecca Forstadt, Brianne Siddall, Michael Reisz",Drama  •  Foreign Language Film  •  Gay and Lesbian Film,7.2
Monsoon Wedding,2001,Mira Nair,114,"Naseeruddin Shah, Lillete Dubey, Shefali Shetty",Action  •  Foreign Language Film  •  Martial Arts,7.3
The Pledge,2001,Sean Penn,124,"Jack Nicholson, Helen Mirren, Aaron Eckhart",Animation  •  Anime  •  Based-on-Comics,6.7
My Sassy Girl,2001,Jae-young Kwak,123,"Jun Ji-hyun, Cha Tae-hyun",Addiction Drama  •  Drama  •  Foreign Language Film,7.9
Tape,2001,Richard Linklater,86,"Ethan Hawke, Robert Sean Leonard, Uma Thurman",Avant-garde / Experimental  •  Cross-Dressing / Gender-Bending  •  Drama,7.2
Life as a House,2001,Irwin Winkler,125,"Jena Malone, Mike Weinberg, Scotty Leavenworth",Comedy  •  Concert Film  •  Stand-up Comedy,7.4
Dogtown and Z-Boys,2001,Stacy Peralta,91,"Sean Penn, Jay Adams, Jeff Ament",Culture and Society  •  Documentary  •  Social History,7.6
The Majestic,2001,Frank Darabont,152,"Jim Carrey, Gerry Black, Brent Briscoe",Comedy  •  Musical Comedy  •  Musical Romance,6.9
Bully,2001,Larry Clark,109,"Rachel Miner, Nick Stahl, Brad Renfro",Based-on-Theatre  •  Comedy  •  Musical,6.9
The Mummy Returns,2001,Stephen Sommers,130,"Brendan Fraser, Rachel Weisz, Arnold Vosloo",Based-on-a-True-Story  •  Crime  •  Drama,6.4
Legally Blonde,2001,Robert Luketic,96,"Reese Witherspoon, Luke Wilson, Selma Blair",Crime  •  Crime Drama  •  Drama,6.5
Lantana,2001,Ray Lawrence,121,"Anthony LaPaglia, Barbara Hershey, Kerry Armstrong",Action  •  Action Comedy  •  Adventure,7.2
Atlantis: The Lost Empire,2001,"Gary Trousdale, Kirk Wise",95,"Michael J. Fox, Phil Morris, Cree Summer",Adventure Comedy  •  Adventure  •  Based-on-19th-Century-Literature,6.9
Stanley Kubrick: A Life in Pictures,2001,Jan Harlan,142,"Katharina Kubrick, Malcolm McDowell, Tom Cruise",Based-on-19th-Century-Literature  •  Comedy Drama  •  Costume Romance,8
Suicide Club,2001,Sion Sono,99,"Ryo Ishibashi, Masatoshi Nagase, Tamao Sato",Comedy Drama  •  Drama  •  Ensemble Film,6.5
From Hell,2001,"Albert Hughes, Allen Hughes",122,"Johnny Depp, Heather Graham, Ian Holm",Black Comedy  •  Comedy Drama  •  Drama,6.7
The Last Castle,2001,Rod Lurie,131,"Robert Redford, Mark Ruffalo, Delroy Lindo",Action  •  Adventure  •  Alien Invasion Films,6.9
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,Shusuke Kaneko,105,"Chiharu Niiyama, Ryûdô Uzaki, Masahiro Kobayashi",Coming-of-Age  •  Drama  •  Family Drama,7
Serendipity,2001,Peter Chelsom,90,"John Cusack, Bridget Moynahan, Jeremy Piven",Crime  •  Drama  •  Foreign Language Film,6.8
The Score,2001,Frank Oz,124,"Robert De Niro, Edward Norton, Marlon Brando",Caper  •  Crime  •  Crime Thriller,6.8
Bridget Jones's Diary,2001,Sharon Maguire,97,"Renée Zellweger, Colin Firth, Hugh Grant",Adventure Comedy  •  Adventure  •  Comedy,6.8
Made,2001,Jon Favreau,94,"Vince Vaughn, Sean Combs, Famke Janssen",Psychological Thriller  •  Thriller,6.3
I Am Sam,2001,Jessie Nelson,132,"Sean Penn, Michelle Pfeiffer, Dakota Fanning",Absurd Comedy  •  Comedy  •  Fantasy Comedy,7.6
Storytelling,2001,Todd Solondz,87,"Selma Blair, Mark Webber, Paul Giamatti",Action  •  Action Comedy  •  Caper,6.8
The Happiness of the Katakuris,2001,Takashi Miike,113,"Naomi Nishida, Kenji Sawada, Keiko Matsuzaka",Animation  •  Based-on-Comics  •  Comedy,6.9
American Pie 2,2001,J.B. Rogers,108,"Jason Biggs, Shannon Elizabeth, Alyson Hannigan",Drama  •  Family Drama  •  Message Movie,6.4
The Princess & the Warrior,2001,Tom Tykwer,135,"Benno Fürmann, Joachim Krol, Lars Rudolph",Culture and Society  •  Documentary,6.4
Kiss of the Dragon,2001,Chris Nahon,98,"Bridget Fonda, Tchéky Karyo, Laurence Ashley",Comedy of Errors  •  Comedy  •  Farce,6.6
The Princess Diaries,2001,Garry Marshall,115,"Julie Andrews, Anne Hathaway, Erik Von Detten",Action  •  Action Thriller  •  Adventure,6.4
Joy Ride,2001,John Dahl,97,"Paul Walker, Leelee Sobieski, Steve Zahn",Based-on-a-True-Story  •  Biopic  •  Costume Romance,6.6
Jurassic Park III,2001,Joe Johnston,92,"Sam Neill, William H. Macy, Téa Leoni",Comedy  •  Romance  •  Romantic Comedy,5.9
Lost and Delirious,2001,Léa Pool,103,"Mischa Barton, Jackie Burroughs, Mimi Kuzyk",Horror  •  Sci-Fi Horror  •  Science Fiction,6.8
The Lost Skeleton of Cadavra,2001,Larry Blamire,90,"Larry Blamire, Brian Howe, Susan McConnell",Adventure  •  Based-on-Theatre  •  Family,6.8
Visitor Q,2001,Takashi Miike,84,"Kenichi Endo, Shungiku Uchida, Kazushi Watanabe",Drama  •  Sports Drama,6.5
Behind Enemy Lines,2001,John Moore,106,"Owen Wilson, Gene Hackman, Gabriel Macht",British Noir  •  Drama  •  Film Noir,6.4
Jeepers Creepers,2001,Victor Salva,90,"Gina Philips, Jonathan Breck, Eileen Brennan",Comedy Drama  •  Coming-of-Age  •  Drama,6.2
Atanarjuat,2001,Zacharias Kunuk,172,"Sylvia Ivalu, Peter Arnatsiaq, Pakkak Innukshuk",Adventure Comedy  •  Adventure  •  Animation,7.4
Iris,2001,Richard Eyre,91,"Kate Winslet, Jim Broadbent, Juliet Aubrey",Drama  •  Melodrama  •  Romance,7
The Tailor of Panama,2001,John Boorman,109,"Pierce Brosnan, Leonor Varela, Brendan Gleeson",Buddy Film  •  Comedy Drama  •  Female-Directed Film,6.1
Winged Migration,2001,Jacques Perrin,89,Jacques Perrin,Action  •  Adventure  •  Costume Adventure,7.9
Swordfish,2001,Dominic Sena,99,"John Travolta, Hugh Jackman, Halle Berry",Based-on-a-True-Story  •  Biopic  •  Drama,6.5
Buffalo Soldiers,2001,Gregor Jordan,98,"Joaquin Phoenix, Ed Harris, Scott Glenn",Exploitation Film  •  Foreign Language Film  •  Horror,6.7
Evolution,2001,Ivan Reitman,101,"David Duchovny, Julianne Moore, Orlando Jones",Biography  •  Documentary  •  Female-Directed Film,6.1
Bandits,2001,Barry Levinson,123,"Bruce Willis, Cate Blanchett, Billy Bob Thornton",Drama  •  Marriage Drama  •  Romance,6.5
Rat Race,2001,Jerry Zucker,112,"Whoopi Goldberg, Cuba Gooding Jr., Jon Lovitz",Based-on-a-True-Story  •  Biopic  •  Comedy Drama,6.5
Hearts in Atlantis,2001,Scott Hicks,101,"Anthony Hopkins, Hope Davis, Mika Boorem",Chase Movie  •  Comedy  •  Ensemble Film,6.9
Wit,2001,Mike Nichols,99,"Emma Thompson, Christopher Lloyd, Eileen Atkins",Drama  •  Musical Drama  •  Musical,8
Josie and the Pussycats,2001,"Harry Elfont, Deborah Kaplan",98,"Rachael Leigh Cook, Rosario Dawson, Tara Reid",Animation  •  Cartoon  •  Comedy,5.6
The Shipping News,2001,Lasse Hallström,111,"Kevin Spacey, Julianne Moore, Judi Dench",Comedy  •  Short Film  •  Silent Film,6.7
Along Came a Spider,2001,Lee Tamahori,104,"Dylan Baker, Mika Boorem, Kimberly Hawthorne",Animation  •  Drama  •  Short Film,6.4
Pearl Harbor,2001,Michael Bay,183,"Josh Hartnett, Cuba Gooding Jr., Ben Affleck",Psychological Thriller  •  Thriller,6.2
Manic,2001,Jordan Melamed,100,"Joseph Gordon-Levitt, Adrienne Rollo, Maggie Baird",Drama  •  Foreign Language Film  •  French New Wave,7.1
The Deep End,2001,Scott McGehee,101,"Raymond Barry, Josh Lucas, Tilda Swinton",Based-on-20th-Century-Literature  •  Comedy  •  Horror Comedy,6.5
Lara Croft: Tomb Raider,2001,Simon West,100,"Angelina Jolie, Jon Voight, Iain Glen",Adventure  •  Combat Films  •  Docudrama,5.8
The Son's Room,2001,Nanni Moretti,99,"Jasmine Trinca, Stefano Accorsi, Silvio Orlando",Based-on-a-True-Story  •  Disaster Film  •  Docudrama,7.3
L.I.E.,2001,Michael Cuesta,112,"Adam Le Fevre, Walter Masterson, Marcia de Bonis",Adventure  •  Revisionist Western  •  Western,7.1
Wasabi,2001,Gérard Krawczyk,94,"Jean Reno, Ryoko Hirosue, Michel Muller",Drama  •  Spy Film  •  War Drama,6.6
Saving Silverman,2001,Dennis Dugan,93,"Steve Zahn, Jack Black, Jason Biggs",Adventure  •  Based-on-20th-Century-Literature  •  Based-on-Theatre,5.9
Elling,2001,Petter Naess,90,"Per Christian Ellefsen, Sven Nordin, Marit Pia Jacobsen",Exploitation Film  •  Foreign Language Film  •  Horror,7.5
Dagon,2001,Stuart Gordon,95,"Ezra Godden, Francisco Rabal, Raquel Merono",Crime Drama  •  Crime Thriller  •  Crime,6.2
Rock Star,2001,Stephen Herek,105,"Mark Wahlberg, Timothy Olyphant, Jason Flemyng",Adventure  •  Animation  •  Anime,6.3
The Mexican,2001,Gore Verbinski,123,"J.K. Simmons, Gene Hackman, Brad Pitt",Crime  •  Crime Drama  •  Drama,6.1
Fat Girl,2001,Catherine Breillat,86,"Anaïs Reboux, Roxane Mesquida, Libero De Rienzo",Childhood Drama  •  Drama  •  Religious Drama,6.4
Human Nature,2001,Michel Gondry,96,"Tim Robbins, Patricia Arquette, Rhys Ifans",Black Comedy  •  Crime Comedy  •  Crime Drama,6.4
Formula 51,2001,Ronny Yu,93,"Samuel L. Jackson, Robert Carlyle, Emily Mortimer",Comedy  •  Comedy of Manners  •  Ensemble Film,6.3
The One,2001,James Wong,87,"Jet Li, Carla Gugino, Delroy Lindo",Adventure  •  Fantasy  •  Fantasy Adventure,5.9
K-PAX,2001,Iain Softley,120,"Kevin Spacey, Jeff Bridges, Alfre Woodard",Anti-War Film  •  Based-on-20th-Century-Literature  •  Drama,7.4
The American Astronaut,2001,Cory McAbee,91,"Tom Aldredge, Gregory Cook, Mark Manley",Action Thriller  •  Action  •  Crime,6.9
Save the Last Dance,2001,Thomas Carter,112,"Kerry Washington, Fredro Starr, Terry Kinney",Adventure Comedy  •  Adventure  •  Based-on-Television,6.2
Trouble Every Day,2001,Claire Denis,101,"Vincent Gallo, Tricia Vessey, Béatrice Dalle",Buddy Film  •  Comedy  •  Holiday Film,5.9
The Curse of the Jade Scorpion,2001,Woody Allen,103,"Woody Allen, Dan Aykroyd, Helen Hunt",Comedy  •  Detective Film  •  Mystery,6.7
Hardball,2001,Brian Robbins,106,"D.B. Sweeney, Julian Griffith, Bryan Hearne",Comedy Drama  •  Urban Drama  •  Sports Drama,6.4
Joe Dirt,2001,Dennie Gordon,91,"David Spade, Dennis Miller, Adam Beach",Comedy  •  Female-Directed Film  •  Gross-Out Comedy,6
3000 Miles to Graceland,2001,Demian Lichtenstein,125,"Kurt Russell, Kevin Costner, Courteney Cox",Action  •  Action Comedy  •  Caper,6
Mean Machine,2001,Barry Skolnick,99,"Vinnie Jones, David Kelly, David Hemmings",Comedy  •  Prison Film  •  Sports Comedy,6.4
The Anniversary Party,2001,Alan Cumming,115,"John Benjamin Hickey, Denis O'Hare, Gwyneth Paltrow",Comedy Drama  •  Ensemble Film  •  Marriage Drama,6.3
crazy/beautiful,2001,John Stockwell,135,"Kirsten Dunst, Jay Hernandez, Taryn Manning",Drama  •  Romance  •  Romantic Drama,6.4
Thir13en Ghosts,2001,Steve Beck,91,"Matthew Lillard, Shannon Elizabeth, Tony Shalhoub",Ghost Film  •  Haunted House Film  •  Horror,5.6
Out Cold,2001,"Brendan Malloy, Emmett Malloy",89,"Jason London, Lee Majors, Zach Galifianakis",Comedy  •  Gross-Out Comedy  •  Sports Comedy,6.2
Shallow Hal,2001,Bobby & Peter Farrelly,113,"Gwyneth Paltrow, Jack Black, Jason Alexander",Comedy  •  Romance  •  Romantic Comedy,6
The Cat's Meow,2001,Peter Bogdanovich,114,"Kirsten Dunst, Edward Herrmann, Eddie Izzard",Comedy Drama  •  Comedy of Manners  •  Drama,6.4
Riding in Cars with Boys,2001,Penny Marshall,132,"Drew Barrymore, Adam Garcia, Steve Zahn",Comedy Drama  •  Coming-of-Age  •  Drama,6.5
Heartbreakers,2001,David Mirkin,123,"Sigourney Weaver, Jennifer Love Hewitt, Gene Hackman",Comedy  •  Con Artist / Hustler  •  Crime Comedy,6.2
Happiness & Tears,2001,Karan Johar,210,"Amitabh Bachchan, Jaya Bhaduri, Shah Rukh Khan",Bollywood  •  Drama  •  Family Drama,7.3
AntiTrust,2001,Peter Howitt,108,"Ryan Phillippe, Claire Forlani, Tim Robbins",Thriller  •  Paranoid Thriller,6.1
Original Sin,2001,Michael Cristofer,118,"Antonio Banderas, Angelina Jolie, Thomas Jane",Costume Romance  •  Crime  •  Crime Drama,6
Someone Like You,2001,Tony Goldwyn,97,"Ashley Judd, Hugh Jackman, Marisa Tomei",Comedy  •  Romance  •  Romantic Comedy,6.1
All About Lily Chou-Chou,2001,Shunji Iwai,146,"Hayato Ichihara, Shûgo Oshinari, Ayumi Ito",Coming-of-Age  •  Drama  •  Foreign Language Film,7.5
Series 7: The Contenders,2001,Daniel Minahan,86,"Brooke Smith, Marylouise Burke, Richard Venture",Comedy  •  Comedy Thriller  •  Media Satire,6.5
Not Another Teen Movie,2001,Joel Gallen,89,"Jaime Pressly, Mia Kirshner, Eric Christian Olsen",Comedy  •  Gross-Out Comedy  •  Parody/Spoof,5.8
Intacto,2001,Juan Carlos Fresnadillo,108,"Antonio Dechent, Max von Sydow, Leonardo Sbaraglia",Foreign Language Film  •  Magic Realism  •  Psychological Thriller,6.8
Sweet November,2001,Pat O'Connor,119,"Michael Rosenbaum, Keanu Reeves, Charlize Theron",Romance  •  Romantic Drama  •  Drama,6.7
Jason X,2001,James Isaac,93,"Kane Hodder, Lexa Doig, Chuck Campbell",Action  •  Cyborg / Android / Robot  •  Girls-with-Guns,4.5
Planet of the Apes,2001,Tim Burton,119,"Mark Wahlberg, Tim Roth, Helena Bonham Carter",Action Thriller  •  Action  •  Adventure Drama,5.7
CQ,2001,Roman Coppola,88,"Jeremy Davies, Angela Lindvall, Élodie Bouchez",Comedy  •  Period Film  •  Showbiz Comedy,6.2
America's Sweethearts,2001,Joe Roth,102,"Julia Roberts, Billy Crystal, Catherine Zeta-Jones",Comedy  •  Romance  •  Romantic Comedy,5.7
Get Over It,2001,Tommy O'Haver,87,"Kirsten Dunst, Ben Foster, Melissa Sagemiller",Comedy  •  Romance  •  Romantic Comedy,5.7
Don't Say a Word,2001,Gary Fleder,113,"Sean Bean, Michael Douglas, Brittany Murphy",Psychological Thriller  •  Thriller,6.3
Enigma,2001,Michael Apted,119,"Saffron Burrows, Jeremy Northam, Nikolaj Coster-Waldau",Drama  •  Romance  •  Spy Film,6.4
Spy Kids,2001,Robert Rodriguez,88,"Antonio Banderas, Daryl Sabara, Tony Shalhoub",Adventure  •  Comedy  •  Family,5.6
One Night at McCool's,2001,Harald Zwart,93,"Liv Tyler, Matt Dillon, John Goodman",Black Comedy  •  Crime  •  Crime Comedy,6.2
Novocaine,2001,David Atkins,95,"Kevin Bacon, Len Bajenski, Jobe Cerny",Comedy Drama  •  Black Comedy  •  Crime Comedy,5.8
Murder on a Sunday Morning,2001,Jean-Xavier de Lestrade,111,"Brenton Butler, Patrick McGuinness, Ann Linnel",Biography  •  Culture and Society  •  Documentary,7.9
Final Fantasy: The Spirits Within,2001,Hironobu Sakaguchi,106,"Ming-Na Wen, Alec Baldwin, Ving Rhames",Action  •  Adventure  •  Alien Invasion Films,6.4
What Time Is It There?,2001,Ming-liang Tsai,116,"Kang-sheng Lee, Shiang-chyi Chen, Yi-Ching Lu",Drama  •  Foreign Language Film  •  Psychological Drama,7.3
Ghosts of Mars,2001,John Carpenter,98,"Natasha Henstridge, Ice Cube, Jason Statham",Action  •  Escape Film  •  Horror,4.9
Exit Wounds,2001,Andrzej Bartkowiak,101,"Steven Seagal, DMX, Isaiah Washington",Action  •  Police Detective Film,5.6
Baby Boy,2001,John Singleton,130,"Omar Gooding, A.J. Johnson, Mo'nique",Drama  •  Urban Drama  •  Coming-of-Age,6.5
The Swamp,2001,Lucrecia Martel,103,"Mercedes Morán, Graciela Borges, Martín Adjemián",Drama  •  Family Drama  •  Female-Directed Film,7
Captain Corelli's Mandolin,2001,John Madden,131,"Nicolas Cage, Penélope Cruz, Christian Bale",Drama  •  Romance  •  Romantic Drama,5.9
George Carlin: Complaints and Grievances,2001,Rocco Urbisci,55,George Carlin,Comedy  •  Concert Film  •  Made-for-Television,8.3
American Outlaws,2001,Les Mayfield,94,"Gabriel Macht, Gregory Smith, Will McCormack",Western  •  Outlaw  •  Revisionist Western,5.9
The Lord of the Rings: The Two Towers,2002,Peter Jackson,179,"Elijah Wood, Ian McKellen, Andy Serkis",Adventure  •  Based-on-20th-Century-Literature  •  Ensemble Film,8.8
City of God,2002,"Fernando Meirelles, Kátia Lund",130,"Leandro Firmino da Hora, Matheus Nachtergaele, Seu Jorge",Based-on-a-True-Story  •  Caper  •  Crime Drama,8.6
The Bourne Identity,2002,Doug Liman,119,"Matt Damon, Franka Potente, Chris Cooper",Action  •  Adventure  •  Alien Invasion Films,7.8
Catch Me If You Can,2002,Steven Spielberg,141,"Leonardo DiCaprio, Tom Hanks, Christopher Walken",Action  •  Adventure  •  Based-on-Comics,8.1
28 Days Later...,2002,Danny Boyle,113,"Megan Burns, Christopher Eccleston, Cillian Murphy",Cyborg / Android / Robot  •  Psychological Sci-Fi  •  Psychological Thriller,7.5
Spider-Man,2002,Sam Raimi,121,"Tobey Maguire, Kirsten Dunst, Willem Dafoe",Black Comedy  •  Comedy  •  Urban Comedy,7.4
Minority Report,2002,Steven Spielberg,145,"Tom Cruise, Colin Farrell, Samantha Morton",Horror  •  Natural Horror,7.6
Gangs of New York,2002,Martin Scorsese,167,"Leonardo DiCaprio, Daniel Day-Lewis, Jim Broadbent",Crime Drama  •  Crime  •  Drama,7.5
The Pianist,2002,Roman Polanski,150,"Maureen Lipman, Adrien Brody, Frank Finlay",Comedy Thriller  •  Comedy  •  Mystery,8.5
Adaptation,2002,Spike Jonze,114,"Meryl Streep, Chris Cooper, Nicolas Cage",Adventure Drama  •  Adventure  •  Based-on-a-True-Story,7.7
Infernal Affairs,2002,"Wai-keung Lau, Alan Mak",101,"Andy Lau, Tony Leung Chiu Wai, Anthony Chau-Sang Wong",Based-on-20th-Century-Literature  •  Comedy Drama  •  Drama,8
Sympathy for Mr. Vengeance,2002,Chan-wook Park,129,"Kang-ho Song, Ha-kyun Shin, Doona Bae",Based-on-19th-Century-Literature  •  Based-on-Theatre  •  Drama,7.5
Road to Perdition,2002,Sam Mendes,117,"Tom Hanks, Paul Newman, Jude Law",Crime Drama  •  Crime  •  Drama,7.7
Harry Potter and the Chamber of Secrets,2002,Chris Columbus,161,"Daniel Radcliffe, Rupert Grint, Emma Watson",Culture and Society  •  Documentary  •  Foreign Language Film,7.4
Talk to Her,2002,Pedro Almodóvar,112,"Darío Grandinetti, Leonor Watling, Rosario Flores",Adventure  •  Based-on-21st-Century-Literature  •  Fantasy Adventure,7.9
Punch-Drunk Love,2002,Paul Thomas Anderson,95,"Adam Sandler, Emily Watson, Philip Seymour Hoffman",Comedy Drama  •  Drama  •  Family Drama,7.3
Hero,2002,Yimou Zhang,99,"Jet Li, Tony Leung Chiu Wai, Maggie Cheung",Adventure Drama  •  Adventure  •  Based-on-21st-Century-Literature,7.9
25th Hour,2002,Spike Lee,135,"Edward Norton, Philip Seymour Hoffman, Barry Pepper",Crime Thriller  •  Foreign Language Film  •  Mindbender,7.6
Irreversible,2002,Gaspar Noé,97,"Monica Bellucci, Albert Dupontel, Vincent Cassel",Action  •  Action Comedy  •  Adventure,7.3
In America,2002,Jim Sheridan,105,"Paddy Considine, Sarah Bolger, Emma Bolger",Action Thriller  •  Caper  •  Chase Movie,7.7
Far from Heaven,2002,Todd Haynes,107,"Julianne Moore, Dennis Quaid, Patricia Clarkson",Crime Drama  •  Crime  •  Drama,7.3
Equilibrium,2002,Kurt Wimmer,107,"Christian Bale, Angus MacFadyen, Sean Bean",Biography  •  Culture and Society  •  Documentary,7.3
24 Hour Party People,2002,Michael Winterbottom,117,"Shirley Henderson, Lennie James, Paddy Considine",Comedy Drama  •  Teen Movie  •  Coming-of-Age,7.3
Signs,2002,M. Night Shyamalan,106,"Mel Gibson, Abigail Breslin, Rory Culkin",Based-on-19th-Century-Literature  •  Comedy  •  Satire,6.8
Secretary,2002,Steven Shainberg,90,"Maggie Gyllenhaal, James Spader, Jeremy Davies",Drama  •  Foreign Language Film  •  Period Film,6.9
Bubba Ho-tep,2002,Don Coscarelli,92,"Bruce Campbell, Ossie Davis, Ella Joyce",Action  •  Adventure  •  Costume Adventure,6.9
