title,year,director,duration,cast,genre,imdb_rating
Rashômon,1950,Akira Kurosawa,88,"Toshirô Mifune, Machiko Kyô, Minoru Chiaki",Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,8.2
Sunset Blvd.,1950,Billy Wilder,110,"William Holden, Gloria Swanson, Nancy Olson",Film Noir  •  Mystery  •  Political Thriller,5.2
In a Lonely Place,1950,Nicholas Ray,94,"Humphrey Bogart, Gloria Grahame, Frank Lovejoy",Drama  •  Film Noir  •  Media Satire,7.9
All About Eve,1950,Joseph L. Mankiewicz,138,"Bette Davis, Anne Baxter, George Sanders",Based-on-Theatre  •  Comedy  •  Romance,8.2
Harvey,1950,Henry Koster,104,"James Stewart, Josephine Hull, Peggy Dow",Drama  •  Foreign Language Film  •  Psychological Drama,7.9
The Asphalt Jungle,1950,John Huston,112,"Louis Calhern, James Whitmore, Sam Jaffe",Coming-of-Age  •  Drama  •  Foreign Language Film,7.8
Winchester '73,1950,Anthony Mann,92,"Dan Duryea, James Stewart, Shelley Winters",Western,7.6
Night and the City,1950,Jules Dassin,96,"Richard Widmark, Gene Tierney, Googie Withers",Absurd Comedy  •  Comedy  •  Farce,7.8
Gun Crazy,1950,Joseph H. Lewis,86,"Peggy Cummins, John Dall, Berry Kroeger",Based-on-20th-Century-Literature  •  Crime Drama  •  Crime Thriller,7.6
Los olvidados,1950,Luis Buñuel,85,"Estela Inda, Miguel Inclán, Alfonso Mejía",Action Thriller  •  Action  •  Based-on-20th-Century-Literature,6
Born Yesterday,1950,George Cukor,103,"Judy Holliday, Broderick Crawford, William Holden",Based-on-20th-Century-Literature  •  Comedy Thriller  •  Comedy,7.5
Orpheus,1950,Jean Cocteau,95,"Jean Marais, François Perier, Maria Casarés",Drama  •  Paranoid Thriller  •  Psychological Thriller,7.9
The Gunfighter,1950,Henry King,85,"Gregory Peck, Helen Westcott, Karl Malden",Comedy Drama  •  Coming-of-Age  •  Cross-Dressing / Gender-Bending,7.7
Rio Grande,1950,John Ford,105,"John Wayne, Maureen O'Hara, Ben Johnson",Horror  •  Monster Film  •  Survival Film,7
Cinderella,1950,Clyde Geronimi,74,"Ilene Woods, Verna Felton, Don Barclay",Comedy Western  •  Foreign Language Film  •  Outlaw,7.3
D.O.A.,1950,Rudolph Maté,83,"Edmond O'Brien, Pamela Britton, Luther Adler",Action Thriller  •  Action  •  Adventure,6.7
Where the Sidewalk Ends,1950,Otto Preminger,95,"Bert Freed, Gary Merrill, Dana Andrews",Biography  •  Documentary  •  Gay and Lesbian Film,7.6
Rabbit of Seville,1950,Chuck Jones,7,"Mel Blanc, Arthur Q. Bryan",Drama  •  Ensemble Film  •  Family Drama,8.3
Panic in the Streets,1950,Elia Kazan,96,"Zero Mostel, Barbara Bel Geddes, Jack Palance",Drama  •  Horror  •  Magic Realism,7.2
Stage Fright,1950,Alfred Hitchcock,110,"Jane Wyman, Marlene Dietrich, Richard Todd",Adventure  •  Animation  •  Anime,7
Father of the Bride,1950,Vincente Minnelli,92,"Spencer Tracy, Joan Bennett, Elizabeth Taylor",Comedy  •  Sophisticated Comedy,7.1
La Ronde,1950,Max Ophüls,97,"Anton Walbrook, Simone Simon, Simone Signoret",Drama  •  Romance  •  Romantic Drama,7.5
No Way Out,1950,Joseph L. Mankiewicz,106,"Sidney Poitier, Ruby Dee, Ossie Davis",Based-on-Theatre  •  Drama  •  Erotic Drama,7.4
The Furies,1950,Anthony Mann,109,"Barbara Stanwyck, Gilbert Roland, Wendell Corey",Detective Film  •  Mystery  •  Supernatural Thriller,7.3
The Flowers of St. Francis,1950,Roberto Rossellini,75,"Gianfranco Bellini, Aldo Fabrizi, Peparuolo",Drama  •  Foreign Language Film  •  Italian Neorealism,7.3
Treasure Island,1950,Byron Haskin,96,"Walter Fitzgerald, Bobby Driscoll, Denis O'Dea",Anthology Film  •  Based-on-19th-Century-Literature  •  Comedy,6.9
Broken Arrow,1950,Delmer Daves,93,"James Stewart, Jeff Chandler, Debra Paget",Drama  •  Romance  •  Fairy Tales and Legends,7.1
Wagon Master,1950,John Ford,86,"Ben Johnson, Joanne Dru, Harry Carey Jr.",Action Thriller  •  Disaster Film  •  Science Fiction,7.1
Summer Stock,1950,Charles Walters,108,"Judy Garland, Gene Kelly, Eddie Bracken",Based-on-21st-Century-Literature  •  Courtroom Drama  •  Crime Drama,7.1
Cyrano de Bergerac,1950,Michael Gordon,112,"José Ferrer, Mala Powers, William Prince",Childhood Drama  •  Drama  •  Fantasy,7.4
The Breaking Point,1950,Michael Curtiz,97,"John Garfield, Patricia Neal, Phyllis Thaxter",Crime Drama  •  Crime Thriller  •  Crime,7.5
Scandal,1950,Akira Kurosawa,104,"Toshirô Mifune, Shirley Yamaguchi, Yôko Katsuragi",Con Artist / Hustler  •  Home Invasion Film  •  Psychological Thriller,7.2
The Scarlet Pumpernickel,1950,Chuck Jones,7,"Mel Blanc, Marian Richman",Chase Movie  •  Comedy  •  Short Film,7.3
Annie Get Your Gun,1950,George Sidney,107,"Howard Keel, Louis Calhern, Edward Arnold",Crime  •  Crime Drama  •  Crime Thriller,6.9
Caged,1950,John Cromwell,96,"Eleanor Parker, Hope Emerson, Agnes Moorehead",Concert Film  •  Documentary  •  Music,7.6
Stromboli,1950,Roberto Rossellini,107,"Ingrid Bergman, Mario Vitale, Renzo Cesana",Action  •  Action Comedy  •  Based-on-Television,7.2
King Solomon's Mines,1950,"Compton Bennett, Andrew Marton",103,"Stewart Granger, Deborah Kerr, Richard Carlson",Based-on-20th-Century-Literature  •  Drama  •  Ghost Film,6.8
What's Up Doc?,1950,Robert McKimson,7,"Mel Blanc, Richard Bickenbach, Arthur Q. Bryan",Comedy  •  Fantasy Comedy  •  Fantasy,7.5
The Men,1950,Fred Zinnemann,85,"Marlon Brando, Teresa Wright, Everett Sloane",Drama  •  Foreign Language Film  •  Road Movie,7.1
The File on Thelma Jordon,1950,Robert Siodmak,100,"Barbara Stanwyck, Wendell Corey, Paul Kelly",Black Comedy  •  Crime Comedy  •  Crime,6.9
Side Street,1950,Anthony Mann,83,"Paul Kelly, Jean Hagen, James Craig",Based-on-20th-Century-Literature  •  Comedy  •  Fairy Tales and Legends,7.4
Dark City,1950,William Dieterle,98,"Don DeFore, Charlton Heston, Lizabeth Scott",Crime Thriller  •  Crime  •  Drama,6.7
No Man of Her Own,1950,Mitchell Leisen,98,"Barbara Stanwyck, John Lund, Jane Cowl",Drama  •  Film Noir  •  Romance,7.4
Woman on the Run,1950,Norman Foster,77,"Ann Sheridan, Dennis O'Keefe, Robert Keith",Crime Thriller  •  Crime  •  Film Noir,7.2
Destination Moon,1950,Irving Pichel,92,"John Archer, Warner Anderson, Tom Powers",Adventure  •  Science Fiction  •  Space Adventure,6.3
The Baron of Arizona,1950,Samuel Fuller,97,"Vincent Price, Ellen Drew, Vladimir Sokoloff",Based-on-a-True-Story  •  Biopic  •  Docudrama,6.9
Where Danger Lives,1950,John Farrow,82,"Claude Rains, Faith Domergue, Maureen O'Sullivan",Drama  •  Film Noir  •  Psychological Thriller,6.7
The Flame and the Arrow,1950,Jacques Tourneur,88,"Nick Cravat, Francis Pierlot, Burt Lancaster",Adventure  •  Costume Adventure  •  Fantasy,6.8
The Damned Don't Cry,1950,Vincent Sherman,103,"Joan Crawford, David Brian, Steve Cochran",Crime Drama  •  Crime  •  Drama,7.1
Last Holiday,1950,Henry Cass,88,"Alec Guinness, Kay Walsh, Beatrice Campell",Black Comedy  •  Comedy Drama  •  Comedy of Manners,7.3
Kon-Tiki,1950,Thor Heyerdahl,77,Thor Heyerdahl,Culture and Society  •  Documentary  •  Social History,7.9
To Joy,1950,Ingmar Bergman,98,"Maj-Britt Nilsson, Stig Olin, Birger Malmsten",Drama  •  Foreign Language Film  •  Marriage Drama,7.2
Abbott and Costello in the Foreign Legion,1950,Charles Lamont,80,"Bud Abbott, Lou Costello",Comedy  •  Military Comedy  •  Odd Couple Film,6.3
Variety Lights,1950,"Federico Fellini, Alberto Lattuada",93,"Peppino De Filippo, Carla Del Poggio, Giulietta Masina",Drama  •  Showbiz Drama,7.1
Union Station,1950,Rudolph Maté,81,"William Holden, Barry Fitzgerald, Nancy Olson",Crime Thriller  •  Crime  •  Detective Film,6.8
Cheaper by the Dozen,1950,Walter Lang,85,"Edgar Buchanan, Jeanne Crain, Betty Lynn",Comedy  •  Domestic Comedy  •  Drama,7
Armored Car Robbery,1950,Richard Fleischer,67,"Charles McGraw, Adele Jergens, William Talman",Caper  •  Crime Thriller  •  Crime,7
House by the River,1950,Fritz Lang,88,"Louis Hayward, Jane Wyatt, Lee Bowman",Crime Drama  •  Crime  •  Drama,7
Girl with Hyacinths,1950,Hasse Ekman,89,"Eva Henning, Ulf Palme, Birgit Tengroth",Drama  •  Foreign Language Film  •  Mystery,7.5
The Sound of Fury,1950,Cy Endfield,85,"Frank Lovejoy, Kathleen Ryan, Lloyd Bridges",Crime Drama  •  Crime  •  Drama,7.2
Devil's Doorway,1950,Anthony Mann,84,"Marshall Thompson, Louis Calhern, Robert Taylor",Action  •  Social Problem Film  •  Western,7.2
Strangers on a Train,1951,Alfred Hitchcock,101,"Farley Granger, Robert Walker, Ruth Roman",Adventure  •  Based-on-20th-Century-Literature  •  Cyborg / Android / Robot,7.9
Ace in the Hole,1951,Billy Wilder,111,"Kirk Douglas, Robert Arthur, Jan Sterling",Based-on-20th-Century-Literature  •  Crime Thriller  •  Crime,8.1
A Streetcar Named Desire,1951,Elia Kazan,125,"Vivien Leigh, Kim Hunter, Karl Malden",Based-on-Theatre  •  Film Noir  •  Period Film,7.9
The African Queen,1951,John Huston,105,"Humphrey Bogart, Katharine Hepburn, Robert Morley",Buddy Film  •  Comedy Drama  •  Military Comedy,7.7
A Place in the Sun,1951,George Stevens,112,"Montgomery Clift, Elizabeth Taylor, Shelley Winters",Buddy Film  •  Comedy  •  Sex Comedy,7.7
The Day the Earth Stood Still,1951,Robert Wise,92,"Michael Rennie, Patricia Neal, Hugh Marlowe",Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,7.7
An American in Paris,1951,Vincente Minnelli,113,"Gene Kelly, Leslie Caron, Oscar Levant",Based-on-19th-Century-Literature  •  Costume Horror  •  Foreign Language Film,7.1
The Lavender Hill Mob,1951,Charles Crichton,81,"Alec Guinness, Alfie Bass, Stanley Holloway",Foreign Language Film  •  Horror  •  Sadistic Horror,7.5
Diary of a Country Priest,1951,Robert Bresson,115,"Nicole Maurey, Claude Laydu, Jean Riveyre",Americana  •  Comedy Drama  •  Drama,7.7
The Thing from Another World,1951,Christian Nyby,87,"Margaret Sheridan, Kenneth Tobey, Robert Cornthwaite",Comedy Drama  •  Comedy of Errors  •  Comedy,7.1
Alice in Wonderland,1951,Clyde Geronimi,75,"Kathryn Beaumont, Ed Wynn, Richard Haydn",Based-on-a-True-Story  •  Biopic  •  Epic,7.3
Early Summer,1951,Yasujirô Ozu,124,"Setsuko Hara, Chishu Ryu, Chikage Awashima",Biography  •  Culture and Society  •  Documentary,8.1
The Man in the White Suit,1951,Alexander Mackendrick,85,"Alec Guinness, Joan Greenwood, Cecil Parker",Biography  •  Documentary  •  History,7.2
The River,1951,Jean Renoir,99,"Arthur Shields, Esmond Knight, Thomas E. Breen",Historical Film  •  War,7.4
Othello,1951,Orson Welles,93,"Robert Coote, Nicholas Bruce, Orson Welles",Cannibal Film  •  Exploitation Film  •  Horror,7.5
A Christmas Carol,1951,Brian Desmond Hurst,86,"Alastair Sim, Kathleen Harrison, Mervyn Johns",Based-on-Television  •  Comedy  •  Family,8.1
Summer Interlude,1951,Ingmar Bergman,96,"Maj-Britt Nilsson, Birger Malmsten, Georg Funkquist",Based-on-a-True-Story  •  Biopic  •  Drama,7.5
The Steel Helmet,1951,Samuel Fuller,85,"Robert Hutton, Richard Loo, Steve Brodie",Horror  •  Monster Film  •  Post-Apocalyptic Film,7.4
Detective Story,1951,William Wyler,103,"Kirk Douglas, Eleanor Parker, William Bendix",Paranoid Thriller  •  Psychological Thriller  •  Thriller,7.5
The Browning Version,1951,Anthony Asquith,90,"Michael Redgrave, Jean Kent, Nigel Patrick",Adventure  •  War  •  Western,8
When Worlds Collide,1951,Rudolph Maté,83,"Richard Derr, Barbara Rush, Peter Hansen",Comedy  •  Exploitation Film  •  Horror Comedy,6.6
Quo Vadis?,1951,Mervyn LeRoy,171,"Robert Taylor, Deborah Kerr, Peter Ustinov",Drama  •  Prison Film,7.1
The Tales of Hoffmann,1951,"Michael Powell, Emeric Pressburger",128,"Moira Shearer, Ludmilla Tchérina, Ann Ayars",Action  •  Adventure  •  Docudrama,7.1
The Red Badge of Courage,1951,John Huston,69,"Douglas Dick, Arthur Hunnicutt, Audie Murphy",Documentary  •  History  •  Made-for-Television,7.1
M,1951,Joseph Losey,88,"David Wayne, Howard Da Silva, John Miljan",Childhood Drama  •  Drama,6.8
Rabbit Fire,1951,Chuck Jones,7,"Mel Blanc, Arthur Q. Bryan",Foreign Language Film  •  Psychological Thriller  •  Thriller,8.3
The Idiot,1951,Akira Kurosawa,166,"Setsuko Hara, Masayuki Mori, Toshirô Mifune",Animal Picture  •  Based-on-20th-Century-Literature  •  Horror,7.1
The Enforcer,1951,Bretaigne Windust,85,"Humphrey Bogart, Zero Mostel, Ted de Corsia",Based-on-20th-Century-Literature  •  Costume Horror  •  Horror,7.3
Miracle in Milan,1951,Vittorio De Sica,100,"Emma Gramatica, Francesco Golisano, Paolo Stoppa",Police Detective Film  •  Psychological Thriller  •  Serial Killer Film,7.6
The Prowler,1951,Joseph Losey,92,"Van Heflin, Evelyn Keyes, John Maxwell",Comedy  •  Romance  •  Romantic Comedy,7.1
Royal Wedding,1951,Stanley Donen,93,"Fred Astaire, Jane Powell, Peter Lawford",Drama  •  Gay and Lesbian Film  •  Medical Drama,6.7
His Kind of Woman,1951,John Farrow,120,"Robert Mitchum, Jane Russell, Vincent Price",Drama  •  Melodrama  •  Prison Film,7
People Will Talk,1951,Joseph L. Mankiewicz,110,"Cary Grant, Jeanne Crain, Finlay Currie",Costume Romance  •  Epic  •  Period Film,7.3
The Desert Fox,1951,Henry Hathaway,88,"Cedric Hardwicke, Jessica Tandy, Leo G. Carroll",Drama  •  Political Drama  •  Period Film,6.9
Show Boat,1951,George Sidney,107,"Kathryn Grayson, Ava Gardner, Howard Keel",Black Comedy  •  Comedy Drama  •  Drama,6.8
Flying Leathernecks,1951,Nicholas Ray,102,"Janis Carter, Jay C. Flippen, Maurice Jara",Comedy Western  •  Comedy  •  Hybrid Western,6.3
Pandora and the Flying Dutchman,1951,Albert Lewin,122,"James Mason, Ava Gardner, Nigel Patrick",Drama  •  Fantasy  •  Mystery,6.9
Angels in the Outfield,1951,Clarence Brown,99,"Paul Douglas, Janet Leigh, Keenan Wynn",Comedy  •  Family-Oriented Comedy  •  Fantasy,7.1
The Racket,1951,John Cromwell,88,"Robert Mitchum, Lizabeth Scott, Robert Ryan",Crime Drama  •  Crime  •  Drama,6.7
Decision Before Dawn,1951,Anatole Litvak,119,"Richard Basehart, Gary Merrill, Oskar Werner",Action  •  Action Thriller  •  Drama,7.2
My Favorite Spy,1951,Norman Z. McLeod,93,"Hedy Lamarr, Arnold Moss, John Archer",Action  •  Action Comedy  •  Comedy,6.5
Bellissima,1951,Luchino Visconti,115,"Anna Magnani, Walter Chiari, Tina Apicella",Drama  •  Family Drama  •  Foreign Language Film,7.7
Rawhide,1951,Henry Hathaway,89,"Tyrone Power, Susan Hayward, Hugh Marlowe",Adventure  •  Drama  •  Home Invasion Film,7.1
Fixed Bayonets!,1951,Samuel Fuller,92,"Richard Basehart, Gene Evans",Combat Films  •  Drama  •  War Drama,6.9
Tweet Tweet Tweety,1951,Friz Freleng,7,Mel Blanc,Animation  •  Cartoon  •  Comedy,6.9
He Ran All the Way,1951,John Berry,77,"John Garfield, Shelley Winters, Wallace Ford",Crime Thriller  •  Crime  •  Film Noir,7
No Highway in the Sky,1951,Henry Koster,98,"James Stewart, Marlene Dietrich, Glynis Johns",Drama  •  Psychological Drama  •  Thriller,7.1
Day of the Fight,1951,Stanley Kubrick,16,"Douglas Edwards, Walter Cartier, Vincent Cartier",Biography  •  Documentary  •  Short Film,6.2
Cry Danger,1951,Robert Parrish,79,"Dick Powell, Rhonda Fleming, Richard Erdman",Crime Drama  •  Crime Thriller  •  Crime,7.3
The Two Mouseketeers,1951,"Joseph Barbera, William Hanna",8,Francoise Brun-Cottan,Animation  •  Cartoon  •  Comedy,7.5
The Tall Target,1951,Anthony Mann,78,"Dick Powell, Paula Raymond, Adolphe Menjou",Adventure Drama  •  Adventure  •  Crime,7.2
Another Man's Poison,1951,Irving Rapper,90,"Bette Davis, Gary Merrill, Emlyn Williams",Based-on-Theatre  •  British Noir  •  Crime Drama,6.8
Father's Little Dividend,1951,Vincente Minnelli,82,"Spencer Tracy, Joan Bennett, Elizabeth Taylor",Comedy  •  Domestic Comedy  •  Romance,6.5
Tweety's S.O.S.,1951,Friz Freleng,7,Mel Blanc,Animation  •  Cartoon  •  Comedy,7.2
Operation Pacific,1951,George Waggner,111,"John Wayne, Patricia Neal, Ward Bond",Action  •  Combat Films  •  War,6.6
Ikiru,1952,Akira Kurosawa,143,"Takashi Shimura, Shin'ichi Himori, Haruo Tanaka",Based-on-19th-Century-Literature  •  Drama  •  Foreign Language Film,8.3
High Noon,1952,Fred Zinnemann,85,"Gary Cooper, Grace Kelly, Thomas Mitchell",Adventure  •  Animation  •  Anime,7.9
Singin' in the Rain,1952,"Stanley Donen, Gene Kelly",103,"Gene Kelly, Donald O'Connor, Debbie Reynolds",Western,8.3
Umberto D.,1952,Vittorio De Sica,89,"Carlo Battisti, Maria-Pia Casilio, Lina Gennari",Drama  •  Foreign Language Film  •  Psychological Drama,8.2
The Quiet Man,1952,John Ford,129,"John Wayne, Victor McLaglen, Barry Fitzgerald",Drama  •  Ensemble Film  •  Hyperlink Film,7.7
The Bad and the Beautiful,1952,Vincente Minnelli,118,"Lana Turner, Kirk Douglas, Walter Pidgeon",Action Thriller  •  Action  •  Adventure,7.8
Limelight,1952,Charles Chaplin,141,"Claire Bloom, Nigel Bruce, Norman Lloyd",Adventure  •  Adventure Drama  •  Based-on-a-True-Story,8
Forbidden Games,1952,René Clément,86,"Georges Poujouly, Brigitte Fossey, Amédée",Crime Drama  •  Crime Thriller  •  Crime,8
The Life of Oharu,1952,Kenji Mizoguchi,148,"Kinuyo Tanaka, Tsukie Matsuura, Ichirô Sugai",Action  •  Action Thriller  •  Drama,8.1
The Narrow Margin,1952,Richard Fleischer,71,"Charles McGraw, Marie Windsor, Jacqueline White",Crime Drama  •  Crime  •  Drama,7.6
Angel Face,1952,Otto Preminger,91,"Robert Mitchum, Jean Simmons, Mona Freeman",Buddy Film  •  Comedy  •  Workplace Comedy,7.2
On Dangerous Ground,1952,Nicholas Ray,82,"Robert Ryan, Ida Lupino, Ward Bond",Drama  •  Ensemble Film  •  Epic,7.2
Monkey Business,1952,Howard Hawks,97,"Cary Grant, Ginger Rogers, Charles Coburn",Action  •  Combat Films  •  Drama,6.9
Rabbit Seasoning,1952,Chuck Jones,7,"Mel Blanc, Arthur Q. Bryan",Crime  •  Crime Drama  •  Crime Thriller,8.3
Kansas City Confidential,1952,Phil Karlson,99,"John Payne, Preston Foster, Coleen Gray",Drama  •  Urban Drama,7.3
Bend of the River,1952,Anthony Mann,91,"James Stewart, Arthur Kennedy, Rock Hudson",Crime Thriller  •  Crime  •  Mystery,7.2
Sudden Fear,1952,David Miller,110,"Joan Crawford, Jack Palance, Gloria Grahame",Action  •  Action Thriller  •  Crime,7.5
The Importance of Being Earnest,1952,Anthony Asquith,95,"Michael Redgrave, Richard Wattis, Michael Denison",Combat Films  •  Drama  •  War,7.4
Pat and Mike,1952,George Cukor,95,"Spencer Tracy, Katharine Hepburn, Aldo Ray",Drama  •  Political Drama  •  Romance,6.9
Viva Zapata!,1952,Elia Kazan,113,"Marlon Brando, Jean Peters, Anthony Quinn",Psychological Thriller  •  Thriller,7.3
Le Plaisir,1952,Max Ophüls,97,"Claude Dauphin, Gaby Morlay, Madeleine Renaud",Comedy Drama  •  Domestic Comedy  •  Romance,7.6
The Lusty Men,1952,"Nicholas Ray, Robert Parrish",113,"Arthur Kennedy, Susan Hayward, Robert Mitchum",Based-on-20th-Century-Literature  •  Drama  •  Marriage Drama,7.4
Scaramouche,1952,George Sidney,115,"Stewart Granger, Eleanor Parker, Janet Leigh",Comedy  •  Coming-of-Age,7.5
Don't Bother to Knock,1952,Roy Ward Baker,76,"Richard Widmark, Marilyn Monroe, Anne Bancroft",Comedy Drama  •  Coming-of-Age  •  Domestic Comedy,6.9
Clash by Night,1952,Fritz Lang,105,"Paul Douglas, Marilyn Monroe, William Norton Bailey",Adventure  •  Fantasy  •  Horror,7
The Crimson Pirate,1952,Robert Siodmak,105,"Burt Lancaster, Nick Cravat, Eva Bartok",Comedy Drama  •  Domestic Comedy  •  Drama,7.1
The Greatest Show on Earth,1952,Cecil B. DeMille,152,"Cornel Wilde, Charlton Heston, Gloria Grahame",Black Comedy  •  Crime Comedy  •  Crime,6.5
Ivanhoe,1952,Richard Thorpe,106,"George Sanders, Robert Taylor, Elizabeth Taylor",Black Comedy  •  Comedy  •  Fantasy,6.7
Casque d'Or,1952,Jacques Becker,96,"Simone Signoret, Serge Reggiani, Claude Dauphin",Drama  •  Ensemble Film  •  Psychological Drama,7.6
Flavor of Green Tea Over Rice,1952,Yasujirô Ozu,115,"Shin Saburi, Michiyo Kogure, Chishu Ryu",Based-on-20th-Century-Literature  •  Comedy Western  •  Comedy,7.7
Moulin Rouge,1952,John Huston,119,"José Ferrer, Colette Marchand, Zsa Zsa Gabor",Action  •  Adventure Drama  •  Drama,7
The Golden Coach,1952,Jean Renoir,103,"Anna Magnani, Odoardo Spadaro, Nada Fiorelli",Con Artist / Hustler  •  Drama  •  Femme Fatale,7
Scandal Sheet,1952,Phil Karlson,82,"Broderick Crawford, Donna Reed, John Derek",Drama  •  Erotic Drama  •  Foreign Language Film,7.4
The White Sheik,1952,Federico Fellini,86,"Leopoldo Trieste, Alberto Sordi, Brunella Bovo",Action  •  Drama,7.2
Son of Paleface,1952,Frank Tashlin,95,"Bob Hope, Jane Russell, Roy Rogers",Crime  •  Drama  •  Film Noir,6.8
Road to Bali,1952,Hal Walker,91,"Bing Crosby, Bob Hope, Dorothy Lamour",Courtroom Drama  •  Drama  •  Social Problem Film,6.4
"Come Back, Little Sheba",1952,Daniel Mann,99,"Shirley Booth, Burt Lancaster, Terry Moore",Comedy  •  Coming-of-Age  •  Romance,7.5
Rancho Notorious,1952,Fritz Lang,89,"Marlene Dietrich, Arthur Kennedy, Mel Ferrer",Drama  •  Family Drama  •  Melodrama,6.8
Hans Christian Andersen,1952,Charles Vidor,112,"Danny Kaye, Farley Granger, Philip Tonge",Comedy  •  Drama  •  Family,6.8
The Sniper,1952,Edward Dmytryk,87,"Arthur Franz, Adolphe Menjou, Gerald Mohr",Based-on-a-True-Story  •  Courtroom Drama  •  Crime,7.1
Pluto's Christmas Tree,1952,Jack Hannah,7,"Ruth Clifford, Pinto Colvig, Dessie Flynn",Documentary  •  Sports and Recreation,7.5
Neighbours,1952,Norman McLaren,8,"Grant Munro, Jean Paul Ladouceur",Animation  •  Anti-War Film  •  Comedy,7.9
"Beep, Beep",1952,Chuck Jones,7,Paul Julian,Animation  •  Cartoon  •  Comedy,7.8
The Big Sky,1952,Howard Hawks,140,"Kirk Douglas, Dewey Martin, Elizabeth Threatt",Adventure  •  Adventure Drama  •  Costume Adventure,6.9
Park Row,1952,Samuel Fuller,83,"Gene Evans, Mary Welch, Bela Kovacs",Drama  •  Newspaper Film,7.2
5 Fingers,1952,Joseph L. Mankiewicz,108,"James Mason, Danielle Darrieux, Michael Rennie",Based-on-a-True-Story  •  Biopic  •  Drama,7.6
The Prisoner of Zenda,1952,Richard Thorpe,96,"Jane Greer, Stewart Granger, Louis Calhern",Adventure  •  Costume Adventure  •  Romantic Adventure,6.9
Deadline - U.S.A.,1952,Richard Brooks,87,"Humphrey Bogart, Ethel Barrymore, Ed Begley",Crime Drama  •  Crime  •  Drama,7.2
Macao,1952,Josef von Sternberg,81,"Robert Mitchum, Jane Russell, William Bendix",Adventure Drama  •  Adventure  •  Crime Drama,6.6
How to Be a Detective,1952,Jack Kinney,7,"Pinto Colvig, Billy Bletcher, June Foray",Animation  •  Cartoon  •  Comedy,7
The Snows of Kilimanjaro,1952,Henry King,114,"Gregory Peck, Susan Hayward, Ava Gardner",Adventure  •  Adventure Drama  •  Drama,6.1
The Wages of Fear,1953,Henri-Georges Clouzot,131,"Yves Montand, Charles Vanel, Folco Lulli",Based-on-20th-Century-Literature  •  Foreign Language Film  •  Psychological Thriller,8.1
Tokyo Story,1953,Yasujirô Ozu,136,"Chishu Ryu, Chieko Higashiyama, Setsuko Hara",Comedy • Comedy Drama,8.1
Stalag 17,1953,Billy Wilder,120,"Robert Strauss, Harvey Lembeck, Otto Preminger",Foreign Language Film  •  Spaghetti Western  •  Western,7.9
Ugetsu,1953,Kenji Mizoguchi,94,"Masayuki Mori, Machiko Kyô, Kinuyo Tanaka",Action Thriller  •  Action  •  Carsploitation,8.1
Roman Holiday,1953,William Wyler,118,"Audrey Hepburn, Gregory Peck, Eddie Albert",Comedy of Errors  •  Comedy  •  Cross-Dressing / Gender-Bending,8
The Big Heat,1953,Fritz Lang,89,"Alexander Scourby, Lee Marvin, Glenn Ford",Drama  •  Marriage Drama  •  New Hollywood,7.9
From Here to Eternity,1953,Fred Zinnemann,118,"Burt Lancaster, Montgomery Clift, Deborah Kerr",Action Thriller  •  Action  •  Buddy Film,7.6
Pickup on South Street,1953,Samuel Fuller,80,"Thelma Ritter, Richard Widmark, Jean Peters",Action Thriller  •  Action  •  Buddy Film,7.6
The Earrings of Madame de...,1953,Max Ophüls,105,"Charles Boyer, Danielle Darrieux, Vittorio De Sica",Action  •  Adventure Drama  •  Adventure,7.9
Shane,1953,George Stevens,118,"Alan Ladd, Jean Arthur, Van Heflin",Adventure  •  Costume Romance  •  Disaster Film,7.6
Gentlemen Prefer Blondes,1953,Howard Hawks,91,"Jane Russell, Marilyn Monroe, Charles Coburn",Based-on-21st-Century-Literature  •  Based-on-a-True-Story  •  Biopic,7.1
Duck Amuck,1953,Chuck Jones,7,Mel Blanc,Drama  •  Foreign Language Film  •  Marriage Drama,8.6
The Naked Spur,1953,Anthony Mann,91,"James Stewart, Janet Leigh, Robert Ryan",Comedy Thriller  •  Comedy  •  Thriller,7.3
Summer with Monika,1953,Ingmar Bergman,96,"Harriet Andersson, Lars Ekborg, Dagmar Ebbesen",Alien Invasion Films  •  Based-on-20th-Century-Literature  •  Horror,7.5
I Vitelloni,1953,Federico Fellini,107,"Leopoldo Trieste, Franco Interlenghi, Franco Fabrizi",Based-on-19th-Century-Literature  •  Comedy Drama  •  Comedy of Manners,7.8
The Band Wagon,1953,Vincente Minnelli,111,"Fred Astaire, Cyd Charisse, Oscar Levant",Anti-War Film  •  Drama  •  Female-Directed Film,7.4
Peter Pan,1953,Clyde Geronimi,74,"Bobby Driscoll, Kathryn Beaumont, Hans Conried",Comedy Drama  •  Drama  •  Foreign Language Film,7.3
House of Wax,1953,André De Toth,90,"Vincent Price, Frank Lovejoy, Phyllis Kirk",Based-on-21st-Century-Literature  •  Biopic  •  Crime Drama,7
The War of the Worlds,1953,Byron Haskin,85,"Gene Barry, Ann Robinson, Les Tremayne",Based-on-20th-Century-Literature  •  Costume Horror  •  Crime,7
I Confess,1953,Alfred Hitchcock,95,"Montgomery Clift, Anne Baxter, Karl Malden",Comedy  •  Coming-of-Age  •  Gross-Out Comedy,7.2
