title,year,director,duration,cast,genre,imdb_rating
Rashômon,1950,Akira Kurosawa,88,Toshirô Mifune,Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,8.2
Rashômon,1950,Akira Kurosawa,88,Machiko Kyô,Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,8.2
Rashômon,1950,Akira Kurosawa,88,Minoru Chiaki,Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,8.2
Sunset Blvd.,1950,Billy Wilder,110,William Holden,Film Noir  •  Mystery  •  Political Thriller,5.2
Sunset Blvd.,1950,Billy Wilder,110,Gloria Swanson,Film Noir  •  Mystery  •  Political Thriller,5.2
Sunset Blvd.,1950,Billy Wilder,110,Nancy Olson,Film Noir  •  Mystery  •  Political Thriller,5.2
In a Lonely Place,1950,Nicholas Ray,94,Humphrey Bogart,Drama  •  Film Noir  •  Media Satire,7.9
In a Lonely Place,1950,Nicholas Ray,94,Gloria Grahame,Drama  •  Film Noir  •  Media Satire,7.9
In a Lonely Place,1950,Nicholas Ray,94,Frank Lovejoy,Drama  •  Film Noir  •  Media Satire,7.9
All About Eve,1950,Joseph L. Mankiewicz,138,Bette Davis,Based-on-Theatre  •  Comedy  •  Romance,8.2
All About Eve,1950,Joseph L. Mankiewicz,138,Anne Baxter,Based-on-Theatre  •  Comedy  •  Romance,8.2
All About Eve,1950,Joseph L. Mankiewicz,138,George Sanders,Based-on-Theatre  •  Comedy  •  Romance,8.2
Harvey,1950,Henry Koster,104,James Stewart,Drama  •  Foreign Language Film  •  Psychological Drama,7.9
Harvey,1950,Henry Koster,104,Josephine Hull,Drama  •  Foreign Language Film  •  Psychological Drama,7.9
Harvey,1950,Henry Koster,104,Peggy Dow,Drama  •  Foreign Language Film  •  Psychological Drama,7.9
The Asphalt Jungle,1950,John Huston,112,Louis Calhern,Coming-of-Age  •  Drama  •  Foreign Language Film,7.8
The Asphalt Jungle,1950,John Huston,112,James Whitmore,Coming-of-Age  •  Drama  •  Foreign Language Film,7.8
The Asphalt Jungle,1950,John Huston,112,Sam Jaffe,Coming-of-Age  •  Drama  •  Foreign Language Film,7.8
Winchester '73,1950,Anthony Mann,92,Dan Duryea,Western,7.6
Winchester '73,1950,Anthony Mann,92,James Stewart,Western,7.6
Winchester '73,1950,Anthony Mann,92,Shelley Winters,Western,7.6
Night and the City,1950,Jules Dassin,96,Richard Widmark,Absurd Comedy  •  Comedy  •  Farce,7.8
Night and the City,1950,Jules Dassin,96,Gene Tierney,Absurd Comedy  •  Comedy  •  Farce,7.8
Night and the City,1950,Jules Dassin,96,Googie Withers,Absurd Comedy  •  Comedy  •  Farce,7.8
Gun Crazy,1950,Joseph H. Lewis,86,Peggy Cummins,Based-on-20th-Century-Literature  •  Crime Drama  •  Crime Thriller,7.6
Gun Crazy,1950,Joseph H. Lewis,86,John Dall,Based-on-20th-Century-Literature  •  Crime Drama  •  Crime Thriller,7.6
Gun Crazy,1950,Joseph H. Lewis,86,Berry Kroeger,Based-on-20th-Century-Literature  •  Crime Drama  •  Crime Thriller,7.6
Los olvidados,1950,Luis Buñuel,85,Estela Inda,Action Thriller  •  Action  •  Based-on-20th-Century-Literature,6
Los olvidados,1950,Luis Buñuel,85,Miguel Inclán,Action Thriller  •  Action  •  Based-on-20th-Century-Literature,6
Los olvidados,1950,Luis Buñuel,85,Alfonso Mejía,Action Thriller  •  Action  •  Based-on-20th-Century-Literature,6
Born Yesterday,1950,George Cukor,103,Judy Holliday,Based-on-20th-Century-Literature  •  Comedy Thriller  •  Comedy,7.5
Born Yesterday,1950,George Cukor,103,Broderick Crawford,Based-on-20th-Century-Literature  •  Comedy Thriller  •  Comedy,7.5
Born Yesterday,1950,George Cukor,103,William Holden,Based-on-20th-Century-Literature  •  Comedy Thriller  •  Comedy,7.5
Orpheus,1950,Jean Cocteau,95,Jean Marais,Drama  •  Paranoid Thriller  •  Psychological Thriller,7.9
Orpheus,1950,Jean Cocteau,95,François Perier,Drama  •  Paranoid Thriller  •  Psychological Thriller,7.9
Orpheus,1950,Jean Cocteau,95,Maria Casarés,Drama  •  Paranoid Thriller  •  Psychological Thriller,7.9
The Gunfighter,1950,Henry King,85,Gregory Peck,Comedy Drama  •  Coming-of-Age  •  Cross-Dressing / Gender-Bending,7.7
The Gunfighter,1950,Henry King,85,Helen Westcott,Comedy Drama  •  Coming-of-Age  •  Cross-Dressing / Gender-Bending,7.7
The Gunfighter,1950,Henry King,85,Karl Malden,Comedy Drama  •  Coming-of-Age  •  Cross-Dressing / Gender-Bending,7.7
Rio Grande,1950,John Ford,105,John Wayne,Horror  •  Monster Film  •  Survival Film,7
Rio Grande,1950,John Ford,105,Maureen O'Hara,Horror  •  Monster Film  •  Survival Film,7
Rio Grande,1950,John Ford,105,Ben Johnson,Horror  •  Monster Film  •  Survival Film,7
Cinderella,1950,Clyde Geronimi,74,Ilene Woods,Comedy Western  •  Foreign Language Film  •  Outlaw,7.3
Cinderella,1950,Clyde Geronimi,74,Verna Felton,Comedy Western  •  Foreign Language Film  •  Outlaw,7.3
Cinderella,1950,Clyde Geronimi,74,Don Barclay,Comedy Western  •  Foreign Language Film  •  Outlaw,7.3
D.O.A.,1950,Rudolph Maté,83,Edmond O'Brien,Action Thriller  •  Action  •  Adventure,6.7
D.O.A.,1950,Rudolph Maté,83,Pamela Britton,Action Thriller  •  Action  •  Adventure,6.7
D.O.A.,1950,Rudolph Maté,83,Luther Adler,Action Thriller  •  Action  •  Adventure,6.7
Where the Sidewalk Ends,1950,Otto Preminger,95,Bert Freed,Biography  •  Documentary  •  Gay and Lesbian Film,7.6
Where the Sidewalk Ends,1950,Otto Preminger,95,Gary Merrill,Biography  •  Documentary  •  Gay and Lesbian Film,7.6
Where the Sidewalk Ends,1950,Otto Preminger,95,Dana Andrews,Biography  •  Documentary  •  Gay and Lesbian Film,7.6
Rabbit of Seville,1950,Chuck Jones,7,Mel Blanc,Drama  •  Ensemble Film  •  Family Drama,8.3
Rabbit of Seville,1950,Chuck Jones,7,Arthur Q. Bryan,Drama  •  Ensemble Film  •  Family Drama,8.3
Panic in the Streets,1950,Elia Kazan,96,Zero Mostel,Drama  •  Horror  •  Magic Realism,7.2
Panic in the Streets,1950,Elia Kazan,96,Barbara Bel Geddes,Drama  •  Horror  •  Magic Realism,7.2
Panic in the Streets,1950,Elia Kazan,96,Jack Palance,Drama  •  Horror  •  Magic Realism,7.2
Stage Fright,1950,Alfred Hitchcock,110,Jane Wyman,Adventure  •  Animation  •  Anime,7
Stage Fright,1950,Alfred Hitchcock,110,Marlene Dietrich,Adventure  •  Animation  •  Anime,7
Stage Fright,1950,Alfred Hitchcock,110,Richard Todd,Adventure  •  Animation  •  Anime,7
Father of the Bride,1950,Vincente Minnelli,92,Spencer Tracy,Comedy  •  Sophisticated Comedy,7.1
Father of the Bride,1950,Vincente Minnelli,92,Joan Bennett,Comedy  •  Sophisticated Comedy,7.1
Father of the Bride,1950,Vincente Minnelli,92,Elizabeth Taylor,Comedy  •  Sophisticated Comedy,7.1
La Ronde,1950,Max Ophüls,97,Anton Walbrook,Drama  •  Romance  •  Romantic Drama,7.5
La Ronde,1950,Max Ophüls,97,Simone Simon,Drama  •  Romance  •  Romantic Drama,7.5
La Ronde,1950,Max Ophüls,97,Simone Signoret,Drama  •  Romance  •  Romantic Drama,7.5
No Way Out,1950,Joseph L. Mankiewicz,106,Sidney Poitier,Based-on-Theatre  •  Drama  •  Erotic Drama,7.4
No Way Out,1950,Joseph L. Mankiewicz,106,Ruby Dee,Based-on-Theatre  •  Drama  •  Erotic Drama,7.4
No Way Out,1950,Joseph L. Mankiewicz,106,Ossie Davis,Based-on-Theatre  •  Drama  •  Erotic Drama,7.4
The Furies,1950,Anthony Mann,109,Barbara Stanwyck,Detective Film  •  Mystery  •  Supernatural Thriller,7.3
The Furies,1950,Anthony Mann,109,Gilbert Roland,Detective Film  •  Mystery  •  Supernatural Thriller,7.3
The Furies,1950,Anthony Mann,109,Wendell Corey,Detective Film  •  Mystery  •  Supernatural Thriller,7.3
The Flowers of St. Francis,1950,Roberto Rossellini,75,Gianfranco Bellini,Drama  •  Foreign Language Film  •  Italian Neorealism,7.3
The Flowers of St. Francis,1950,Roberto Rossellini,75,Aldo Fabrizi,Drama  •  Foreign Language Film  •  Italian Neorealism,7.3
The Flowers of St. Francis,1950,Roberto Rossellini,75,Peparuolo,Drama  •  Foreign Language Film  •  Italian Neorealism,7.3
Treasure Island,1950,Byron Haskin,96,Walter Fitzgerald,Anthology Film  •  Based-on-19th-Century-Literature  •  Comedy,6.9
Treasure Island,1950,Byron Haskin,96,Bobby Driscoll,Anthology Film  •  Based-on-19th-Century-Literature  •  Comedy,6.9
Treasure Island,1950,Byron Haskin,96,Denis O'Dea,Anthology Film  •  Based-on-19th-Century-Literature  •  Comedy,6.9
Broken Arrow,1950,Delmer Daves,93,James Stewart,Drama  •  Romance  •  Fairy Tales and Legends,7.1
Broken Arrow,1950,Delmer Daves,93,Jeff Chandler,Drama  •  Romance  •  Fairy Tales and Legends,7.1
Broken Arrow,1950,Delmer Daves,93,Debra Paget,Drama  •  Romance  •  Fairy Tales and Legends,7.1
Wagon Master,1950,John Ford,86,Ben Johnson,Action Thriller  •  Disaster Film  •  Science Fiction,7.1
Wagon Master,1950,John Ford,86,Joanne Dru,Action Thriller  •  Disaster Film  •  Science Fiction,7.1
Wagon Master,1950,John Ford,86,Harry Carey Jr.,Action Thriller  •  Disaster Film  •  Science Fiction,7.1
Summer Stock,1950,Charles Walters,108,Judy Garland,Based-on-21st-Century-Literature  •  Courtroom Drama  •  Crime Drama,7.1
Summer Stock,1950,Charles Walters,108,Gene Kelly,Based-on-21st-Century-Literature  •  Courtroom Drama  •  Crime Drama,7.1
Summer Stock,1950,Charles Walters,108,Eddie Bracken,Based-on-21st-Century-Literature  •  Courtroom Drama  •  Crime Drama,7.1
Cyrano de Bergerac,1950,Michael Gordon,112,José Ferrer,Childhood Drama  •  Drama  •  Fantasy,7.4
Cyrano de Bergerac,1950,Michael Gordon,112,Mala Powers,Childhood Drama  •  Drama  •  Fantasy,7.4
Cyrano de Bergerac,1950,Michael Gordon,112,William Prince,Childhood Drama  •  Drama  •  Fantasy,7.4
The Breaking Point,1950,Michael Curtiz,97,John Garfield,Crime Drama  •  Crime Thriller  •  Crime,7.5
The Breaking Point,1950,Michael Curtiz,97,Patricia Neal,Crime Drama  •  Crime Thriller  •  Crime,7.5
The Breaking Point,1950,Michael Curtiz,97,Phyllis Thaxter,Crime Drama  •  Crime Thriller  •  Crime,7.5
Scandal,1950,Akira Kurosawa,104,Toshirô Mifune,Con Artist / Hustler  •  Home Invasion Film  •  Psychological Thriller,7.2
Scandal,1950,Akira Kurosawa,104,Shirley Yamaguchi,Con Artist / Hustler  •  Home Invasion Film  •  Psychological Thriller,7.2
Scandal,1950,Akira Kurosawa,104,Yôko Katsuragi,Con Artist / Hustler  •  Home Invasion Film  •  Psychological Thriller,7.2
The Scarlet Pumpernickel,1950,Chuck Jones,7,Mel Blanc,Chase Movie  •  Comedy  •  Short Film,7.3
The Scarlet Pumpernickel,1950,Chuck Jones,7,Marian Richman,Chase Movie  •  Comedy  •  Short Film,7.3
Annie Get Your Gun,1950,George Sidney,107,Howard Keel,Crime  •  Crime Drama  •  Crime Thriller,6.9
Annie Get Your Gun,1950,George Sidney,107,Louis Calhern,Crime  •  Crime Drama  •  Crime Thriller,6.9
Annie Get Your Gun,1950,George Sidney,107,Edward Arnold,Crime  •  Crime Drama  •  Crime Thriller,6.9
Caged,1950,John Cromwell,96,Eleanor Parker,Concert Film  •  Documentary  •  Music,7.6
Caged,1950,John Cromwell,96,Hope Emerson,Concert Film  •  Documentary  •  Music,7.6
Caged,1950,John Cromwell,96,Agnes Moorehead,Concert Film  •  Documentary  •  Music,7.6
Stromboli,1950,Roberto Rossellini,107,Ingrid Bergman,Action  •  Action Comedy  •  Based-on-Television,7.2
Stromboli,1950,Roberto Rossellini,107,Mario Vitale,Action  •  Action Comedy  •  Based-on-Television,7.2
Stromboli,1950,Roberto Rossellini,107,Renzo Cesana,Action  •  Action Comedy  •  Based-on-Television,7.2
King Solomon's Mines,1950,"Compton Bennett, Andrew Marton",103,Stewart Granger,Based-on-20th-Century-Literature  •  Drama  •  Ghost Film,6.8
King Solomon's Mines,1950,"Compton Bennett, Andrew Marton",103,Deborah Kerr,Based-on-20th-Century-Literature  •  Drama  •  Ghost Film,6.8
King Solomon's Mines,1950,"Compton Bennett, Andrew Marton",103,Richard Carlson,Based-on-20th-Century-Literature  •  Drama  •  Ghost Film,6.8
What's Up Doc?,1950,Robert McKimson,7,Mel Blanc,Comedy  •  Fantasy Comedy  •  Fantasy,7.5
What's Up Doc?,1950,Robert McKimson,7,Richard Bickenbach,Comedy  •  Fantasy Comedy  •  Fantasy,7.5
What's Up Doc?,1950,Robert McKimson,7,Arthur Q. Bryan,Comedy  •  Fantasy Comedy  •  Fantasy,7.5
The Men,1950,Fred Zinnemann,85,Marlon Brando,Drama  •  Foreign Language Film  •  Road Movie,7.1
The Men,1950,Fred Zinnemann,85,Teresa Wright,Drama  •  Foreign Language Film  •  Road Movie,7.1
The Men,1950,Fred Zinnemann,85,Everett Sloane,Drama  •  Foreign Language Film  •  Road Movie,7.1
The File on Thelma Jordon,1950,Robert Siodmak,100,Barbara Stanwyck,Black Comedy  •  Crime Comedy  •  Crime,6.9
The File on Thelma Jordon,1950,Robert Siodmak,100,Wendell Corey,Black Comedy  •  Crime Comedy  •  Crime,6.9
The File on Thelma Jordon,1950,Robert Siodmak,100,Paul Kelly,Black Comedy  •  Crime Comedy  •  Crime,6.9
Side Street,1950,Anthony Mann,83,Paul Kelly,Based-on-20th-Century-Literature  •  Comedy  •  Fairy Tales and Legends,7.4
Side Street,1950,Anthony Mann,83,Jean Hagen,Based-on-20th-Century-Literature  •  Comedy  •  Fairy Tales and Legends,7.4
Side Street,1950,Anthony Mann,83,James Craig,Based-on-20th-Century-Literature  •  Comedy  •  Fairy Tales and Legends,7.4
Dark City,1950,William Dieterle,98,Don DeFore,Crime Thriller  •  Crime  •  Drama,6.7
Dark City,1950,William Dieterle,98,Charlton Heston,Crime Thriller  •  Crime  •  Drama,6.7
Dark City,1950,William Dieterle,98,Lizabeth Scott,Crime Thriller  •  Crime  •  Drama,6.7
No Man of Her Own,1950,Mitchell Leisen,98,Barbara Stanwyck,Drama  •  Film Noir  •  Romance,7.4
No Man of Her Own,1950,Mitchell Leisen,98,John Lund,Drama  •  Film Noir  •  Romance,7.4
No Man of Her Own,1950,Mitchell Leisen,98,Jane Cowl,Drama  •  Film Noir  •  Romance,7.4
Woman on the Run,1950,Norman Foster,77,Ann Sheridan,Crime Thriller  •  Crime  •  Film Noir,7.2
Woman on the Run,1950,Norman Foster,77,Dennis O'Keefe,Crime Thriller  •  Crime  •  Film Noir,7.2
Woman on the Run,1950,Norman Foster,77,Robert Keith,Crime Thriller  •  Crime  •  Film Noir,7.2
Destination Moon,1950,Irving Pichel,92,John Archer,Adventure  •  Science Fiction  •  Space Adventure,6.3
Destination Moon,1950,Irving Pichel,92,Warner Anderson,Adventure  •  Science Fiction  •  Space Adventure,6.3
Destination Moon,1950,Irving Pichel,92,Tom Powers,Adventure  •  Science Fiction  •  Space Adventure,6.3
The Baron of Arizona,1950,Samuel Fuller,97,Vincent Price,Based-on-a-True-Story  •  Biopic  •  Docudrama,6.9
The Baron of Arizona,1950,Samuel Fuller,97,Ellen Drew,Based-on-a-True-Story  •  Biopic  •  Docudrama,6.9
The Baron of Arizona,1950,Samuel Fuller,97,Vladimir Sokoloff,Based-on-a-True-Story  •  Biopic  •  Docudrama,6.9
Where Danger Lives,1950,John Farrow,82,Claude Rains,Drama  •  Film Noir  •  Psychological Thriller,6.7
Where Danger Lives,1950,John Farrow,82,Faith Domergue,Drama  •  Film Noir  •  Psychological Thriller,6.7
Where Danger Lives,1950,John Farrow,82,Maureen O'Sullivan,Drama  •  Film Noir  •  Psychological Thriller,6.7
The Flame and the Arrow,1950,Jacques Tourneur,88,Nick Cravat,Adventure  •  Costume Adventure  •  Fantasy,6.8
The Flame and the Arrow,1950,Jacques Tourneur,88,Francis Pierlot,Adventure  •  Costume Adventure  •  Fantasy,6.8
The Flame and the Arrow,1950,Jacques Tourneur,88,Burt Lancaster,Adventure  •  Costume Adventure  •  Fantasy,6.8
The Damned Don't Cry,1950,Vincent Sherman,103,Joan Crawford,Crime Drama  •  Crime  •  Drama,7.1
The Damned Don't Cry,1950,Vincent Sherman,103,David Brian,Crime Drama  •  Crime  •  Drama,7.1
The Damned Don't Cry,1950,Vincent Sherman,103,Steve Cochran,Crime Drama  •  Crime  •  Drama,7.1
Last Holiday,1950,Henry Cass,88,Alec Guinness,Black Comedy  •  Comedy Drama  •  Comedy of Manners,7.3
Last Holiday,1950,Henry Cass,88,Kay Walsh,Black Comedy  •  Comedy Drama  •  Comedy of Manners,7.3
Last Holiday,1950,Henry Cass,88,Beatrice Campell,Black Comedy  •  Comedy Drama  •  Comedy of Manners,7.3
Kon-Tiki,1950,Thor Heyerdahl,77,Thor Heyerdahl,Culture and Society  •  Documentary  •  Social History,7.9
To Joy,1950,Ingmar Bergman,98,Maj-Britt Nilsson,Drama  •  Foreign Language Film  •  Marriage Drama,7.2
To Joy,1950,Ingmar Bergman,98,Stig Olin,Drama  •  Foreign Language Film  •  Marriage Drama,7.2
To Joy,1950,Ingmar Bergman,98,Birger Malmsten,Drama  •  Foreign Language Film  •  Marriage Drama,7.2
Abbott and Costello in the Foreign Legion,1950,Charles Lamont,80,Bud Abbott,Comedy  •  Military Comedy  •  Odd Couple Film,6.3
Abbott and Costello in the Foreign Legion,1950,Charles Lamont,80,Lou Costello,Comedy  •  Military Comedy  •  Odd Couple Film,6.3
Variety Lights,1950,"Federico Fellini, Alberto Lattuada",93,Peppino De Filippo,Drama  •  Showbiz Drama,7.1
Variety Lights,1950,"Federico Fellini, Alberto Lattuada",93,Carla Del Poggio,Drama  •  Showbiz Drama,7.1
Variety Lights,1950,"Federico Fellini, Alberto Lattuada",93,Giulietta Masina,Drama  •  Showbiz Drama,7.1
Union Station,1950,Rudolph Maté,81,William Holden,Crime Thriller  •  Crime  •  Detective Film,6.8
Union Station,1950,Rudolph Maté,81,Barry Fitzgerald,Crime Thriller  •  Crime  •  Detective Film,6.8
Union Station,1950,Rudolph Maté,81,Nancy Olson,Crime Thriller  •  Crime  •  Detective Film,6.8
Cheaper by the Dozen,1950,Walter Lang,85,Edgar Buchanan,Comedy  •  Domestic Comedy  •  Drama,7
Cheaper by the Dozen,1950,Walter Lang,85,Jeanne Crain,Comedy  •  Domestic Comedy  •  Drama,7
Cheaper by the Dozen,1950,Walter Lang,85,Betty Lynn,Comedy  •  Domestic Comedy  •  Drama,7
Armored Car Robbery,1950,Richard Fleischer,67,Charles McGraw,Caper  •  Crime Thriller  •  Crime,7
Armored Car Robbery,1950,Richard Fleischer,67,Adele Jergens,Caper  •  Crime Thriller  •  Crime,7
Armored Car Robbery,1950,Richard Fleischer,67,William Talman,Caper  •  Crime Thriller  •  Crime,7
House by the River,1950,Fritz Lang,88,Louis Hayward,Crime Drama  •  Crime  •  Drama,7
House by the River,1950,Fritz Lang,88,Jane Wyatt,Crime Drama  •  Crime  •  Drama,7
House by the River,1950,Fritz Lang,88,Lee Bowman,Crime Drama  •  Crime  •  Drama,7
Girl with Hyacinths,1950,Hasse Ekman,89,Eva Henning,Drama  •  Foreign Language Film  •  Mystery,7.5
Girl with Hyacinths,1950,Hasse Ekman,89,Ulf Palme,Drama  •  Foreign Language Film  •  Mystery,7.5
Girl with Hyacinths,1950,Hasse Ekman,89,Birgit Tengroth,Drama  •  Foreign Language Film  •  Mystery,7.5
The Sound of Fury,1950,Cy Endfield,85,Frank Lovejoy,Crime Drama  •  Crime  •  Drama,7.2
The Sound of Fury,1950,Cy Endfield,85,Kathleen Ryan,Crime Drama  •  Crime  •  Drama,7.2
The Sound of Fury,1950,Cy Endfield,85,Lloyd Bridges,Crime Drama  •  Crime  •  Drama,7.2
Devil's Doorway,1950,Anthony Mann,84,Marshall Thompson,Action  •  Social Problem Film  •  Western,7.2
Devil's Doorway,1950,Anthony Mann,84,Louis Calhern,Action  •  Social Problem Film  •  Western,7.2
Devil's Doorway,1950,Anthony Mann,84,Robert Taylor,Action  •  Social Problem Film  •  Western,7.2
Strangers on a Train,1951,Alfred Hitchcock,101,Farley Granger,Adventure  •  Based-on-20th-Century-Literature  •  Cyborg / Android / Robot,7.9
Strangers on a Train,1951,Alfred Hitchcock,101,Robert Walker,Adventure  •  Based-on-20th-Century-Literature  •  Cyborg / Android / Robot,7.9
Strangers on a Train,1951,Alfred Hitchcock,101,Ruth Roman,Adventure  •  Based-on-20th-Century-Literature  •  Cyborg / Android / Robot,7.9
Ace in the Hole,1951,Billy Wilder,111,Kirk Douglas,Based-on-20th-Century-Literature  •  Crime Thriller  •  Crime,8.1
Ace in the Hole,1951,Billy Wilder,111,Robert Arthur,Based-on-20th-Century-Literature  •  Crime Thriller  •  Crime,8.1
Ace in the Hole,1951,Billy Wilder,111,Jan Sterling,Based-on-20th-Century-Literature  •  Crime Thriller  •  Crime,8.1
A Streetcar Named Desire,1951,Elia Kazan,125,Vivien Leigh,Based-on-Theatre  •  Film Noir  •  Period Film,7.9
A Streetcar Named Desire,1951,Elia Kazan,125,Kim Hunter,Based-on-Theatre  •  Film Noir  •  Period Film,7.9
A Streetcar Named Desire,1951,Elia Kazan,125,Karl Malden,Based-on-Theatre  •  Film Noir  •  Period Film,7.9
The African Queen,1951,John Huston,105,Humphrey Bogart,Buddy Film  •  Comedy Drama  •  Military Comedy,7.7
The African Queen,1951,John Huston,105,Katharine Hepburn,Buddy Film  •  Comedy Drama  •  Military Comedy,7.7
The African Queen,1951,John Huston,105,Robert Morley,Buddy Film  •  Comedy Drama  •  Military Comedy,7.7
A Place in the Sun,1951,George Stevens,112,Montgomery Clift,Buddy Film  •  Comedy  •  Sex Comedy,7.7
A Place in the Sun,1951,George Stevens,112,Elizabeth Taylor,Buddy Film  •  Comedy  •  Sex Comedy,7.7
A Place in the Sun,1951,George Stevens,112,Shelley Winters,Buddy Film  •  Comedy  •  Sex Comedy,7.7
The Day the Earth Stood Still,1951,Robert Wise,92,Michael Rennie,Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,7.7
The Day the Earth Stood Still,1951,Robert Wise,92,Patricia Neal,Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,7.7
The Day the Earth Stood Still,1951,Robert Wise,92,Hugh Marlowe,Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,7.7
An American in Paris,1951,Vincente Minnelli,113,Gene Kelly,Based-on-19th-Century-Literature  •  Costume Horror  •  Foreign Language Film,7.1
An American in Paris,1951,Vincente Minnelli,113,Leslie Caron,Based-on-19th-Century-Literature  •  Costume Horror  •  Foreign Language Film,7.1
An American in Paris,1951,Vincente Minnelli,113,Oscar Levant,Based-on-19th-Century-Literature  •  Costume Horror  •  Foreign Language Film,7.1
The Lavender Hill Mob,1951,Charles Crichton,81,Alec Guinness,Foreign Language Film  •  Horror  •  Sadistic Horror,7.5
The Lavender Hill Mob,1951,Charles Crichton,81,Alfie Bass,Foreign Language Film  •  Horror  •  Sadistic Horror,7.5
The Lavender Hill Mob,1951,Charles Crichton,81,Stanley Holloway,Foreign Language Film  •  Horror  •  Sadistic Horror,7.5
Diary of a Country Priest,1951,Robert Bresson,115,Nicole Maurey,Americana  •  Comedy Drama  •  Drama,7.7
Diary of a Country Priest,1951,Robert Bresson,115,Claude Laydu,Americana  •  Comedy Drama  •  Drama,7.7
Diary of a Country Priest,1951,Robert Bresson,115,Jean Riveyre,Americana  •  Comedy Drama  •  Drama,7.7
The Thing from Another World,1951,Christian Nyby,87,Margaret Sheridan,Comedy Drama  •  Comedy of Errors  •  Comedy,7.1
The Thing from Another World,1951,Christian Nyby,87,Kenneth Tobey,Comedy Drama  •  Comedy of Errors  •  Comedy,7.1
The Thing from Another World,1951,Christian Nyby,87,Robert Cornthwaite,Comedy Drama  •  Comedy of Errors  •  Comedy,7.1
Alice in Wonderland,1951,Clyde Geronimi,75,Kathryn Beaumont,Based-on-a-True-Story  •  Biopic  •  Epic,7.3
Alice in Wonderland,1951,Clyde Geronimi,75,Ed Wynn,Based-on-a-True-Story  •  Biopic  •  Epic,7.3
Alice in Wonderland,1951,Clyde Geronimi,75,Richard Haydn,Based-on-a-True-Story  •  Biopic  •  Epic,7.3
Early Summer,1951,Yasujirô Ozu,124,Setsuko Hara,Biography  •  Culture and Society  •  Documentary,8.1
Early Summer,1951,Yasujirô Ozu,124,Chishu Ryu,Biography  •  Culture and Society  •  Documentary,8.1
Early Summer,1951,Yasujirô Ozu,124,Chikage Awashima,Biography  •  Culture and Society  •  Documentary,8.1
The Man in the White Suit,1951,Alexander Mackendrick,85,Alec Guinness,Biography  •  Documentary  •  History,7.2
The Man in the White Suit,1951,Alexander Mackendrick,85,Joan Greenwood,Biography  •  Documentary  •  History,7.2
The Man in the White Suit,1951,Alexander Mackendrick,85,Cecil Parker,Biography  •  Documentary  •  History,7.2
The River,1951,Jean Renoir,99,Arthur Shields,Historical Film  •  War,7.4
The River,1951,Jean Renoir,99,Esmond Knight,Historical Film  •  War,7.4
The River,1951,Jean Renoir,99,Thomas E. Breen,Historical Film  •  War,7.4
Othello,1951,Orson Welles,93,Robert Coote,Cannibal Film  •  Exploitation Film  •  Horror,7.5
Othello,1951,Orson Welles,93,Nicholas Bruce,Cannibal Film  •  Exploitation Film  •  Horror,7.5
Othello,1951,Orson Welles,93,Orson Welles,Cannibal Film  •  Exploitation Film  •  Horror,7.5
A Christmas Carol,1951,Brian Desmond Hurst,86,Alastair Sim,Based-on-Television  •  Comedy  •  Family,8.1
A Christmas Carol,1951,Brian Desmond Hurst,86,Kathleen Harrison,Based-on-Television  •  Comedy  •  Family,8.1
A Christmas Carol,1951,Brian Desmond Hurst,86,Mervyn Johns,Based-on-Television  •  Comedy  •  Family,8.1
Summer Interlude,1951,Ingmar Bergman,96,Maj-Britt Nilsson,Based-on-a-True-Story  •  Biopic  •  Drama,7.5
Summer Interlude,1951,Ingmar Bergman,96,Birger Malmsten,Based-on-a-True-Story  •  Biopic  •  Drama,7.5
Summer Interlude,1951,Ingmar Bergman,96,Georg Funkquist,Based-on-a-True-Story  •  Biopic  •  Drama,7.5
The Steel Helmet,1951,Samuel Fuller,85,Robert Hutton,Horror  •  Monster Film  •  Post-Apocalyptic Film,7.4
The Steel Helmet,1951,Samuel Fuller,85,Richard Loo,Horror  •  Monster Film  •  Post-Apocalyptic Film,7.4
The Steel Helmet,1951,Samuel Fuller,85,Steve Brodie,Horror  •  Monster Film  •  Post-Apocalyptic Film,7.4
Detective Story,1951,William Wyler,103,Kirk Douglas,Paranoid Thriller  •  Psychological Thriller  •  Thriller,7.5
Detective Story,1951,William Wyler,103,Eleanor Parker,Paranoid Thriller  •  Psychological Thriller  •  Thriller,7.5
Detective Story,1951,William Wyler,103,William Bendix,Paranoid Thriller  •  Psychological Thriller  •  Thriller,7.5
The Browning Version,1951,Anthony Asquith,90,Michael Redgrave,Adventure  •  War  •  Western,8
The Browning Version,1951,Anthony Asquith,90,Jean Kent,Adventure  •  War  •  Western,8
The Browning Version,1951,Anthony Asquith,90,Nigel Patrick,Adventure  •  War  •  Western,8
When Worlds Collide,1951,Rudolph Maté,83,Richard Derr,Comedy  •  Exploitation Film  •  Horror Comedy,6.6
When Worlds Collide,1951,Rudolph Maté,83,Barbara Rush,Comedy  •  Exploitation Film  •  Horror Comedy,6.6
When Worlds Collide,1951,Rudolph Maté,83,Peter Hansen,Comedy  •  Exploitation Film  •  Horror Comedy,6.6
