title,year,director,duration,cast,genre,imdb_rating
Murmur of the Heart,1971,Louis Malle,118,Lea Massari,Comedy Drama  •  Drama,7.5
Murmur of the Heart,1971,Louis Malle,118,Benoit Ferreux,Comedy Drama  •  Drama,7.5
Murmur of the Heart,1971,Louis Malle,118,Daniel Gélin,Comedy Drama  •  Drama,7.5
Shaft,1971,Gordon Parks,100,Richard Roundtree,Drama  •  Foreign Language Film  •  Prison Film,6.6
Shaft,1971,Gordon Parks,100,Moses Gunn,Drama  •  Foreign Language Film  •  Prison Film,6.6
Shaft,1971,Gordon Parks,100,Charles Cioffi,Drama  •  Foreign Language Film  •  Prison Film,6.6
Escape from the Planet of the Apes,1971,Don Taylor,98,Roddy McDowall,Crime  •  Crime Thriller  •  Psychological Thriller,6.3
Escape from the Planet of the Apes,1971,Don Taylor,98,Kim Hunter,Crime  •  Crime Thriller  •  Psychological Thriller,6.3
Escape from the Planet of the Apes,1971,Don Taylor,98,Bradford Dillman,Crime  •  Crime Thriller  •  Psychological Thriller,6.3
Brian's Song,1971,Buzz Kulik,73,James Caan,Black Comedy  •  Body Horror  •  Horror Comedy,7.5
Brian's Song,1971,Buzz Kulik,73,Billy Dee Williams,Black Comedy  •  Body Horror  •  Horror Comedy,7.5
Brian's Song,1971,Buzz Kulik,73,Jack Warden,Black Comedy  •  Body Horror  •  Horror Comedy,7.5
The Cat o' Nine Tails,1971,Dario Argento,112,Pier Paolo Capponi,Revisionist Western  •  Western,6.6
The Cat o' Nine Tails,1971,Dario Argento,112,James Franciscus,Revisionist Western  •  Western,6.6
The Cat o' Nine Tails,1971,Dario Argento,112,Karl Malden,Revisionist Western  •  Western,6.6
10 Rillington Place,1971,Richard Fleischer,111,Richard Attenborough,Horror  •  New Hollywood  •  Sci-Fi Horror,7.5
10 Rillington Place,1971,Richard Fleischer,111,Isobel Black,Horror  •  New Hollywood  •  Sci-Fi Horror,7.5
10 Rillington Place,1971,Richard Fleischer,111,Robert Hardy,Horror  •  New Hollywood  •  Sci-Fi Horror,7.5
The Panic in Needle Park,1971,Jerry Schatzberg,110,Al Pacino,Adventure  •  Based-on-19th-Century-Literature  •  Drama,7.1
